student_id,Item_Appraisals_PRE_Q1,Item_Appraisals_PRE_Q2,Item_Appraisals_PRE_Q3,Item_Appraisals_PRE_Q4,Item_Appraisals_PRE_Q5,Item_Appraisals_PRE_Q6,item_GHSQ_PRE_Q1,item_GHSQ_PRE_Q2,item_GHSQ_PRE_Q3,item_GHSQ_PRE_Q4,item_GHSQ_PRE_Q5,item_GHSQ_PRE_Q6,item_GHSQ_PRE_Q7,item_GHSQ_PRE_Q8,item_GHSQ_PRE_Q9,item_GHSQ_PRE_Q10,Item_Appraisals_POST_Q1,Item_Appraisals_POST_Q2,Item_Appraisals_POST_Q3,Item_Appraisals_POST_Q4,Item_Appraisals_POST_Q5,Item_Appraisals_POST_Q6,item_GHSQ_POST_Q1,item_GHSQ_POST_Q2,item_GHSQ_POST_Q3,item_GHSQ_POST_Q4,item_GHSQ_POST_Q5,item_GHSQ_POST_Q6,item_GHSQ_POST_Q7,item_GHSQ_POST_Q8,item_GHSQ_POST_Q9,item_GHSQ_POST_Q10
29,A,C,A,D,A,A,1,3,6,2,3,4,6,1,5,4,C,D,B,E,C,B,1,4,6,2,4,5,7,1,3,6
30,A,B,A,D,A,A,1,6,5,2,3,2,6,1,4,3,C,C,B,E,C,B,1,6,5,2,4,3,6,1,5,4
31,A,B,A,D,A,A,1,6,7,2,3,1,4,1,5,3,C,C,B,E,C,C,1,6,7,2,4,2,5,1,4,4
32,A,B,A,D,A,A,1,5,6,2,3,2,5,1,4,3,C,C,B,E,C,B,1,6,7,2,5,2,6,1,2,4
33,A,B,A,D,A,A,1,5,6,2,4,3,5,1,5,3,C,C,B,E,C,B,1,6,5,2,5,4,5,1,3,5
34,A,B,A,D,A,A,1,6,7,1,4,2,6,1,5,3,C,D,C,E,C,C,1,6,6,1,5,3,6,1,4,5
35,A,C,A,E,A,A,1,6,5,2,3,1,4,1,5,3,D,C,C,E,C,B,1,7,6,2,4,2,5,1,3,5
36,A,B,A,D,A,A,1,6,7,1,3,2,5,1,3,2,C,C,B,E,C,B,1,6,7,1,4,3,6,1,4,3
37,A,B,A,D,B,A,1,3,6,2,1,2,5,1,4,5,C,C,C,E,C,B,1,4,5,2,2,2,4,1,3,5
38,A,B,A,D,A,A,1,4,5,1,6,3,4,1,4,3,D,E,E,E,E,C,1,2,2,1,1,1,1,1,7,1
39,A,B,A,D,A,A,1,6,5,1,4,2,3,1,6,3,C,C,B,E,C,B,1,7,6,1,5,3,4,1,5,4
40,A,B,A,D,B,A,1,6,7,2,4,1,5,1,5,3,C,D,B,E,D,C,1,6,7,2,5,2,5,1,4,3
41,A,B,A,D,A,A,1,5,6,2,4,3,7,1,4,5,C,D,B,E,C,C,2,6,7,1,5,4,6,1,5,6
42,A,B,A,E,A,A,1,3,5,2,1,1,4,1,6,3,C,C,B,E,C,B,1,4,6,2,3,2,5,1,4,4
43,A,C,A,E,B,A,1,5,6,2,4,3,5,1,6,4,D,E,D,E,D,C,1,6,5,2,5,4,4,1,4,5
44,A,B,A,D,B,A,1,6,5,1,2,1,3,1,6,1,C,C,B,E,C,B,1,7,6,1,4,2,5,1,4,3
45,A,B,A,D,A,A,1,6,2,3,1,2,1,1,7,3,B,C,B,E,C,B,1,7,3,4,2,4,2,1,5,5
46,A,B,A,D,B,A,1,5,6,2,2,1,4,1,3,3,C,C,C,E,C,B,1,6,5,2,3,1,4,1,2,3
47,A,D,A,E,A,A,1,6,7,2,3,1,6,1,4,3,C,D,B,E,C,B,1,6,6,2,4,1,5,1,3,4
48,A,B,A,D,A,A,1,6,6,2,4,2,5,1,5,3,C,C,C,D,C,C,1,6,6,2,5,3,5,1,4,4
49,A,D,A,E,A,A,1,5,6,3,4,2,6,1,4,3,C,D,B,E,C,B,1,6,6,3,4,2,6,1,2,4
50,A,B,A,D,A,A,1,5,7,2,5,4,6,1,4,3,C,C,B,E,C,B,1,6,7,1,6,4,6,1,3,3
51,A,B,A,D,A,A,1,5,6,2,4,1,5,1,5,3,C,C,B,E,C,B,1,6,7,2,5,1,6,1,3,4
52,A,B,A,D,B,A,1,5,6,2,4,3,5,1,5,3,C,C,B,E,C,B,1,6,7,2,5,4,6,1,3,4
53,A,B,A,D,B,A,1,5,6,2,3,2,5,1,4,3,D,D,C,E,C,C,1,6,6,2,4,2,5,1,3,4
54,A,C,A,E,A,A,1,2,6,2,4,3,5,1,5,3,C,E,A,E,C,B,1,3,6,2,5,3,5,1,4,4
55,A,B,A,D,A,A,1,5,6,2,4,3,6,1,4,3,B,C,B,E,C,B,1,6,6,1,5,4,6,1,3,4
56,A,B,A,D,B,A,1,5,6,2,3,2,6,1,4,4,C,C,B,E,C,B,1,6,7,2,4,3,6,1,3,5
57,A,B,A,D,A,A,1,5,6,3,4,2,4,1,5,4,C,C,B,E,C,C,1,6,6,3,3,2,3,1,4,5
58,A,B,A,D,B,A,1,5,6,2,4,2,6,1,5,3,C,D,B,E,C,B,1,6,7,2,5,2,6,1,4,4
59,A,B,A,D,B,A,1,3,5,2,4,2,5,1,6,3,C,C,B,E,C,B,1,4,6,2,5,3,5,1,5,4
60,A,B,A,E,A,A,1,6,5,3,3,2,5,1,4,3,C,C,B,E,C,C,1,6,6,4,4,3,5,1,3,4
61,A,B,A,D,B,A,1,4,6,2,2,1,5,1,7,2,C,C,B,E,C,B,1,5,6,2,3,1,4,1,4,3
62,A,B,A,D,B,A,1,5,4,2,5,3,4,1,4,3,C,C,B,E,C,B,1,6,5,2,6,4,5,1,3,4
63,A,B,A,E,A,A,2,5,5,2,1,1,1,1,2,1,B,D,B,E,C,B,1,6,5,4,5,4,6,1,4,5
64,A,C,A,E,A,A,1,5,6,2,3,2,5,1,4,4,B,C,B,E,B,B,1,6,6,2,4,2,5,1,3,5
65,A,B,A,E,A,A,1,5,6,2,1,3,6,1,4,3,C,D,B,E,C,C,1,6,7,2,4,4,6,1,3,5
66,A,B,A,D,B,A,1,7,6,3,1,2,5,1,5,2,C,C,B,E,C,B,1,7,6,4,2,2,5,1,3,3
67,A,B,A,D,B,A,1,4,2,1,1,1,3,1,6,2,C,D,C,E,C,C,1,5,3,1,3,1,4,1,6,1
68,A,B,A,D,A,A,1,5,4,2,4,3,3,1,6,3,C,C,B,E,C,B,1,6,5,2,5,4,4,1,5,4
69,A,B,A,D,B,A,1,6,5,2,7,3,6,1,4,3,C,C,B,E,C,B,1,6,6,2,6,3,6,1,3,4
70,A,B,A,D,B,A,1,5,3,2,2,1,4,1,5,3,D,C,C,E,D,C,1,6,4,2,3,2,4,1,4,5
71,A,B,A,D,A,A,1,6,5,2,1,2,6,1,4,3,C,C,B,E,C,B,1,6,5,2,3,2,6,1,3,4
72,A,C,A,E,A,A,1,5,4,3,2,2,5,1,4,4,C,C,B,E,C,B,1,6,4,2,3,3,6,1,3,5
73,E,D,D,E,E,C,1,2,5,1,4,3,4,1,5,4,E,D,D,E,E,C,1,1,2,1,1,1,1,1,7,1
74,A,B,A,D,B,A,1,6,7,2,4,2,5,1,5,3,C,C,B,E,C,B,1,6,7,2,3,2,5,1,5,4
75,A,C,A,D,B,A,1,3,6,2,3,1,6,1,4,4,D,D,B,E,C,C,1,4,7,2,5,3,7,1,3,5
76,A,B,A,D,A,A,1,6,5,2,4,2,5,1,4,3,C,C,C,E,C,B,1,6,6,2,5,3,6,1,3,4
77,A,B,A,E,A,A,1,5,6,2,4,3,5,1,4,3,C,C,B,E,C,B,1,6,5,2,5,3,5,1,3,4
78,A,B,A,E,A,A,1,5,6,2,3,4,6,1,3,4,C,C,C,E,C,B,1,6,6,2,4,5,6,1,2,5
79,A,B,A,D,B,A,1,3,6,2,4,2,5,1,5,3,D,D,C,E,D,C,1,4,6,2,3,3,5,1,4,4
80,E,E,E,E,E,C,1,7,7,2,4,3,6,1,4,7,E,E,D,E,E,C,1,7,6,2,2,3,4,1,6,7
81,A,B,A,E,A,A,1,5,3,2,2,1,4,1,6,2,C,C,C,E,C,B,1,6,4,2,3,1,4,1,5,2
82,A,B,A,D,A,A,1,5,4,2,4,3,5,1,5,3,C,D,C,E,C,B,1,6,5,2,5,4,6,1,4,5
83,A,B,A,D,B,A,1,5,6,2,5,2,7,1,3,4,C,C,C,E,C,B,1,6,6,2,6,3,7,1,2,5
84,A,B,A,D,B,A,1,5,6,2,4,2,5,1,5,3,C,C,B,E,C,B,1,6,6,2,5,3,5,1,4,4
85,A,B,A,D,A,A,1,6,5,2,4,2,5,1,4,5,C,C,B,E,C,B,1,7,6,2,5,3,6,1,2,6
86,A,B,A,D,A,A,1,7,6,2,3,3,5,1,4,3,C,C,B,E,C,B,1,7,6,2,4,4,6,1,3,4
87,A,B,A,D,A,A,1,5,6,2,4,2,6,1,3,4,C,C,B,E,C,B,1,6,5,2,5,3,5,1,2,5
88,A,B,A,E,A,A,1,5,6,2,4,3,6,1,4,3,E,E,E,E,E,C,1,7,7,1,2,1,4,1,4,6
89,A,B,A,D,B,A,1,4,6,2,3,1,5,1,5,3,C,C,B,E,D,B,1,5,6,2,4,1,6,1,3,4
90,A,B,A,D,A,A,1,5,6,2,3,4,5,1,3,4,C,C,B,E,C,B,1,6,7,1,4,5,6,1,2,5
91,A,C,A,E,A,A,1,5,6,2,4,2,5,1,3,4,C,C,B,E,C,B,1,6,6,2,5,3,5,1,3,4
92,A,C,A,E,A,A,1,3,6,2,2,1,4,1,5,3,B,C,B,E,B,B,1,4,6,2,3,1,5,1,4,4
93,A,B,A,D,A,A,1,5,7,3,2,1,4,1,3,3,C,C,B,E,C,C,1,6,7,3,3,2,4,1,2,4
94,A,B,A,D,B,A,1,5,7,3,4,2,6,1,4,2,C,D,B,E,C,B,1,5,7,3,5,3,7,1,2,3
95,A,B,A,D,B,A,1,3,7,1,3,1,7,1,5,5,C,C,B,E,C,B,1,5,7,1,5,3,7,1,3,7
96,A,B,A,E,A,A,1,3,6,2,6,2,5,1,4,3,C,C,B,E,C,B,1,3,7,2,6,2,6,1,4,4
97,A,B,A,D,A,A,1,4,7,2,3,1,6,1,4,3,B,C,B,E,C,B,1,5,7,2,4,1,6,1,5,4
98,A,B,A,D,A,A,1,2,5,2,1,1,4,1,7,3,C,C,C,E,C,C,1,3,6,2,2,2,5,1,5,4
99,A,C,A,E,A,A,1,4,6,2,2,1,5,1,6,3,C,E,A,E,C,B,1,5,7,3,4,2,6,1,4,4
