student_id,item_Family_Q1,item_Family_Q2,item_Family_Q3,item_Family_Q4,item_Family_Q5,item_Family_Q6,item_Family_Q7,item_Family_Q8,item_Family_Q9,item_Family_Q10,item_Family_Q11,item_Family_Q12,item_Family_Q13,item_Family_Q14,item_Family_Q15,item_Family_Q16,item_Family_Q17,item_Family_Q18,item_Family_Q19,item_Event_Q1,item_Event_Q2,item_Event_Q3,item_Event_Q4,item_Event_Q5,item_Event_Q6,item_Event_Q7,item_Scenario1_Q1,item_Scenario1_Q2,item_Scenario1_Q3,item_Scenario1_Q4,item_Scenario1_Q5
185,5.0,4.0,3.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,3.0,2.0,6.0,6.0,7.0,4.0,5.0,5.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0
187,4.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,6.0,2.0,1.0,1.0,7.0,6.0,7.0,4.0,5.0,6.0,2.0,7.0,1.0,6.0,1.0,7.0,5.0,7.0,7.0,6.0,7.0,6.0
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,5.0,4.0,3.0,4.0,5.0,6.0,3.0,2.0,6.0,5.0,3.0,2.0,3.0,6.0,7.0,7.0,4.0,6.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0
215,5.0,4.0,3.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,4.0,2.0,3.0,6.0,6.0,7.0,5.0,6.0,5.0,2.0,6.0,2.0,7.0,2.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0
227,5.0,5.0,6.0,6.0,6.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,6.0,2.0,5.0,3.0,5.0,4.0,7.0,7.0,6.0,6.0,6.0
239,6.0,5.0,4.0,5.0,5.0,6.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,1.0,7.0,1.0,7.0,1.0,7.0,5.0,7.0,7.0,6.0,7.0,6.0
254,7.0,6.0,6.0,7.0,6.0,3.0,1.0,2.0,2.0,2.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,7.0,7.0,6.0,6.0,6.0
265,7.0,6.0,6.0,7.0,7.0,3.0,1.0,1.0,2.0,1.0,6.0,7.0,6.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,6.0,2.0,5.0,3.0,5.0,3.0,7.0,7.0,2.0,6.0,5.0
287,6.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,2.0,6.0,1.0,7.0,2.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0
289,6.0,5.0,6.0,6.0,7.0,3.0,2.0,2.0,2.0,2.0,7.0,6.0,6.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,6.0,3.0,5.0,4.0,7.0,7.0,6.0,6.0,5.0
325,5.0,4.0,3.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,3.0,2.0,2.0,6.0,6.0,7.0,5.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0
327,5.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,4.0,5.0,4.0,1.0,7.0,2.0,6.0,3.0,5.0,4.0,7.0,7.0,6.0,6.0,6.0
343,5.0,4.0,2.0,4.0,4.0,6.0,7.0,6.0,7.0,6.0,3.0,2.0,2.0,6.0,7.0,7.0,6.0,5.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0
347,6.0,4.0,3.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,5.0,2.0,3.0,6.0,5.0,6.0,4.0,5.0,6.0,2.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0
355,5.0,3.0,2.0,4.0,4.0,6.0,4.0,5.0,6.0,5.0,2.0,1.0,2.0,6.0,6.0,7.0,5.0,4.0,7.0,2.0,6.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0
373,7.0,6.0,5.0,7.0,6.0,4.0,2.0,2.0,3.0,1.0,6.0,6.0,5.0,4.0,3.0,4.0,1.0,5.0,4.0,1.0,7.0,2.0,6.0,3.0,6.0,5.0,7.0,7.0,2.0,6.0,6.0
389,3.0,1.0,1.0,2.0,2.0,7.0,6.0,7.0,6.0,7.0,2.0,1.0,1.0,7.0,7.0,7.0,5.0,6.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
408,3.0,2.0,1.0,3.0,4.0,6.0,5.0,6.0,7.0,5.0,3.0,2.0,1.0,7.0,6.0,7.0,4.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,1.0,7.0,6.0
409,3.0,2.0,1.0,2.0,4.0,7.0,6.0,5.0,6.0,7.0,3.0,1.0,2.0,7.0,6.0,7.0,5.0,6.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0
410,6.0,5.0,5.0,6.0,6.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,6.0,3.0,5.0,2.0,5.0,4.0,7.0,7.0,6.0,6.0,6.0
424,6.0,5.0,5.0,5.0,6.0,6.0,3.0,5.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,6.0,4.0,5.0,6.0,1.0,7.0,2.0,7.0,1.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0
442,5.0,6.0,6.0,5.0,6.0,4.0,3.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,1.0,7.0,2.0,6.0,2.0,7.0,6.0,7.0,7.0,2.0,7.0,6.0
444,6.0,6.0,5.0,7.0,7.0,4.0,2.0,2.0,3.0,1.0,6.0,6.0,7.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,7.0,7.0,6.0,6.0,5.0
452,5.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,3.0,2.0,2.0,6.0,6.0,7.0,4.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0
453,7.0,6.0,5.0,6.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,6.0,5.0,7.0,4.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0
463,6.0,4.0,3.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,4.0,2.0,3.0,6.0,6.0,7.0,4.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0
476,6.0,4.0,3.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,2.0,3.0,6.0,6.0,7.0,5.0,5.0,7.0,2.0,6.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0
505,2.0,1.0,1.0,2.0,3.0,7.0,6.0,7.0,7.0,6.0,2.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0
506,4.0,2.0,2.0,3.0,4.0,6.0,6.0,5.0,6.0,6.0,3.0,2.0,2.0,6.0,6.0,7.0,5.0,5.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0
527,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,5.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
530,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
567,6.0,4.0,3.0,5.0,4.0,6.0,7.0,6.0,7.0,6.0,2.0,1.0,2.0,7.0,7.0,6.0,5.0,6.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
569,3.0,2.0,1.0,2.0,3.0,6.0,5.0,6.0,7.0,6.0,2.0,1.0,2.0,7.0,6.0,7.0,5.0,4.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0
573,5.0,4.0,3.0,5.0,4.0,6.0,4.0,6.0,7.0,5.0,4.0,2.0,3.0,6.0,5.0,7.0,4.0,5.0,6.0,1.0,7.0,2.0,7.0,1.0,7.0,6.0,7.0,7.0,2.0,7.0,6.0
581,6.0,6.0,5.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,6.0,2.0,6.0,3.0,5.0,4.0,7.0,7.0,6.0,6.0,6.0
621,6.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,4.0,2.0,1.0,7.0,6.0,7.0,4.0,6.0,5.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0
622,4.0,4.0,3.0,2.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,2.0,1.0,6.0,7.0,7.0,6.0,5.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0
627,5.0,4.0,5.0,6.0,6.0,4.0,2.0,2.0,4.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,2.0,5.0,4.0,1.0,7.0,1.0,7.0,2.0,6.0,4.0,7.0,7.0,6.0,7.0,6.0
668,6.0,4.0,3.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,3.0,2.0,2.0,6.0,7.0,7.0,5.0,4.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,2.0,7.0,7.0
716,4.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,7.0,5.0,3.0,2.0,1.0,6.0,7.0,6.0,4.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0
755,4.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,7.0,6.0,2.0,1.0,1.0,6.0,7.0,7.0,4.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0
768,1.0,1.0,1.0,1.0,3.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
770,4.0,4.0,2.0,2.0,3.0,7.0,7.0,7.0,6.0,6.0,2.0,1.0,1.0,7.0,7.0,6.0,5.0,3.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
771,4.0,2.0,1.0,2.0,3.0,6.0,7.0,6.0,7.0,7.0,2.0,1.0,1.0,7.0,7.0,7.0,5.0,6.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0
776,6.0,4.0,3.0,5.0,4.0,6.0,7.0,6.0,7.0,5.0,2.0,1.0,2.0,7.0,6.0,7.0,4.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0
852,6.0,5.0,4.0,5.0,4.0,5.0,3.0,6.0,7.0,6.0,3.0,2.0,3.0,6.0,7.0,7.0,5.0,6.0,7.0,2.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0
857,6.0,5.0,5.0,6.0,6.0,4.0,2.0,2.0,3.0,3.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,6.0,2.0,5.0,3.0,5.0,4.0,7.0,7.0,6.0,6.0,5.0
874,5.0,4.0,3.0,5.0,6.0,6.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,6.0,6.0,7.0,4.0,5.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0
903,2.0,1.0,1.0,1.0,2.0,7.0,6.0,6.0,7.0,6.0,2.0,1.0,2.0,7.0,7.0,7.0,5.0,6.0,5.0,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0
904,5.0,4.0,3.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,2.0,3.0,6.0,6.0,7.0,5.0,6.0,7.0,1.0,7.0,2.0,7.0,1.0,7.0,6.0,7.0,7.0,2.0,7.0,6.0
925,6.0,5.0,5.0,6.0,7.0,4.0,3.0,2.0,3.0,2.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,2.0,6.0,2.0,5.0,3.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0
926,6.0,6.0,5.0,7.0,6.0,2.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,6.0,3.0,5.0,3.0,6.0,4.0,7.0,7.0,6.0,6.0,5.0
946,7.0,6.0,6.0,7.0,7.0,3.0,1.0,2.0,2.0,1.0,6.0,6.0,6.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,6.0,2.0,6.0,3.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0
