student_id,Item_Appraisals_PRE_Q1,Item_Appraisals_PRE_Q2,Item_Appraisals_PRE_Q3,Item_Appraisals_PRE_Q4,Item_Appraisals_PRE_Q5,Item_Appraisals_PRE_Q6,item_GHSQ_PRE_Q1,item_GHSQ_PRE_Q2,item_GHSQ_PRE_Q3,item_GHSQ_PRE_Q4,item_GHSQ_PRE_Q5,item_GHSQ_PRE_Q6,item_GHSQ_PRE_Q7,item_GHSQ_PRE_Q8,item_GHSQ_PRE_Q9,item_GHSQ_PRE_Q10,Item_Appraisals_POST_Q1,Item_Appraisals_POST_Q2,Item_Appraisals_POST_Q3,Item_Appraisals_POST_Q4,Item_Appraisals_POST_Q5,Item_Appraisals_POST_Q6,item_GHSQ_POST_Q1,item_GHSQ_POST_Q2,item_GHSQ_POST_Q3,item_GHSQ_POST_Q4,item_GHSQ_POST_Q5,item_GHSQ_POST_Q6,item_GHSQ_POST_Q7,item_GHSQ_POST_Q8,item_GHSQ_POST_Q9,item_GHSQ_POST_Q10
296,A,D,B,E,B,A,1,5,3,1,7,2,3,1,6,3,A,D,B,E,B,A,1,6,3,1,7,2,4,1,5,4
300,A,D,A,E,A,A,6,5,2,1,3,1,3,1,5,2,A,D,A,E,A,A,6,5,2,1,3,1,3,1,5,2
302,D,D,C,E,B,A,1,6,7,2,6,3,7,1,4,3,D,D,B,E,B,B,1,7,7,2,7,3,7,1,2,3
304,B,D,B,E,B,A,1,7,5,1,6,1,6,1,4,3,B,D,B,E,B,A,1,7,5,1,6,1,6,1,3,4
307,A,D,A,B,A,A,1,2,2,1,3,1,1,1,7,1,A,D,A,B,A,A,1,2,2,1,3,1,1,1,7,1
309,A,E,A,E,A,A,1,2,4,1,6,3,5,1,7,3,A,E,A,E,A,A,1,2,4,1,6,3,5,1,7,3
311,A,D,A,E,A,A,2,6,1,1,3,2,1,1,4,3,B,D,B,E,B,B,2,6,1,1,4,2,1,1,4,3
312,A,D,A,E,A,A,1,3,1,1,5,3,2,1,6,1,A,D,A,E,A,A,1,3,1,1,6,3,2,1,5,1
317,E,D,C,E,C,B,1,3,6,1,7,2,5,1,4,2,B,D,B,E,B,B,1,4,6,1,7,3,5,1,4,2
320,A,D,A,E,A,A,1,4,6,2,6,3,5,1,2,3,A,D,A,E,A,A,1,5,6,2,7,4,5,1,1,4
322,A,D,A,E,A,A,1,1,1,1,2,1,2,1,7,1,A,D,A,E,A,A,1,3,1,1,4,1,3,1,6,1
324,E,E,E,E,E,E,1,5,6,2,4,1,5,1,2,3,E,E,E,E,E,C,1,5,6,2,4,1,5,1,2,3
325,A,D,A,E,A,A,1,3,1,1,2,4,1,1,7,2,B,D,B,E,B,B,1,3,1,1,2,4,1,1,7,2
327,A,D,A,E,A,A,2,5,6,1,7,2,5,1,4,3,A,D,A,E,A,A,2,5,6,1,7,2,5,1,4,3
332,A,D,A,E,A,A,1,4,7,3,7,5,6,1,2,3,A,D,A,E,A,A,1,4,7,3,7,5,6,1,2,3
335,B,D,B,E,B,A,1,5,7,3,7,3,6,1,1,2,B,D,B,E,B,A,1,5,7,3,7,3,6,1,1,2
336,A,D,A,E,A,A,1,5,7,2,6,3,6,1,1,3,A,D,A,E,A,A,1,5,7,2,6,3,6,1,1,3
339,A,D,A,E,A,A,1,2,1,1,3,2,2,1,7,3,A,D,A,E,A,A,1,2,1,1,3,2,2,1,7,3
341,B,D,B,E,B,A,1,3,5,2,3,2,4,1,5,3,B,D,B,E,B,A,1,3,5,2,3,2,4,1,5,3
345,A,D,A,E,A,A,1,2,3,1,4,2,5,1,6,3,A,D,A,E,A,A,1,2,3,1,4,2,5,1,6,3
349,E,E,D,E,D,C,1,5,6,2,5,2,7,1,3,4,E,E,D,E,D,C,1,5,6,2,5,2,7,1,3,4
351,E,E,D,E,D,C,1,6,2,1,7,1,3,1,3,2,E,E,D,E,D,C,1,6,2,1,7,1,3,1,3,2
352,A,D,A,E,A,A,5,5,4,2,6,3,6,1,4,3,A,D,A,E,A,A,5,5,4,2,6,4,6,1,3,3
354,A,D,A,E,A,A,3,6,2,1,4,1,5,1,5,2,B,D,B,E,B,B,4,6,2,1,5,1,5,1,4,3
469,D,E,E,E,E,C,1,5,6,1,3,1,5,1,4,3,D,E,E,E,E,C,1,5,6,1,3,1,5,1,4,3
471,B,D,C,E,C,A,1,6,7,2,5,1,6,1,2,4,B,D,C,E,C,A,1,6,7,2,5,1,6,1,2,4
473,B,D,C,E,B,A,1,5,7,1,2,1,6,1,4,3,B,D,C,E,B,A,1,5,7,1,2,1,6,1,4,3
475,A,D,A,E,A,A,1,2,6,1,7,3,7,1,1,4,A,D,A,E,A,A,1,2,6,1,7,3,7,1,1,4
478,B,D,B,E,B,A,3,6,1,1,2,1,2,1,5,3,B,D,B,E,B,A,4,6,1,1,2,1,2,1,5,3
479,A,D,A,E,A,A,5,7,7,1,7,2,5,1,4,3,B,D,B,E,B,B,5,7,7,1,7,2,5,1,4,3
481,B,D,B,E,B,A,6,4,1,1,4,2,1,1,6,3,B,D,B,E,B,A,7,5,1,1,5,2,1,1,3,4
482,A,D,A,E,A,A,1,1,1,1,1,1,1,1,7,1,A,D,A,E,A,A,1,1,1,1,1,1,1,1,7,1
485,A,E,A,E,A,A,1,2,1,1,1,1,3,1,7,3,A,E,A,E,A,A,1,2,1,1,1,1,3,1,7,3
486,A,D,A,E,A,A,1,3,2,1,3,1,2,1,7,2,A,D,A,E,A,A,1,4,2,1,4,1,3,1,6,3
487,A,E,A,E,A,A,1,2,2,1,4,3,2,1,6,3,A,E,A,E,A,A,1,2,1,1,5,4,2,1,5,2
491,A,D,A,E,A,A,1,3,5,1,6,1,6,1,5,3,A,D,A,E,A,A,1,6,5,1,6,1,6,1,3,4
496,B,D,B,E,B,A,1,6,5,2,4,1,6,1,4,3,B,D,B,E,B,A,1,6,5,2,4,1,6,1,4,3
498,E,E,D,E,E,C,1,5,6,2,4,2,5,1,4,3,E,E,D,E,E,C,1,5,6,2,5,2,5,1,4,4
500,B,D,B,E,B,A,1,6,5,1,3,2,6,1,4,1,B,D,B,E,B,A,1,6,5,1,3,2,6,1,4,1
510,B,D,B,E,B,A,1,3,6,1,2,1,5,1,4,3,B,D,B,E,B,A,1,4,6,1,3,1,5,1,3,4
517,E,E,E,E,D,C,1,6,4,1,5,2,5,1,2,3,E,E,E,E,E,C,1,6,4,1,5,2,5,1,2,3
521,C,B,C,E,D,C,1,5,3,2,1,1,2,1,6,3,C,B,C,E,D,C,1,5,3,2,1,1,2,1,6,4
525,A,D,A,E,A,A,1,2,3,1,7,1,3,1,6,1,A,D,A,E,A,A,1,2,3,1,7,2,3,1,5,1
527,A,D,A,E,A,A,6,5,1,2,7,3,3,1,4,2,B,D,A,E,B,B,5,5,1,2,7,3,3,1,4,1
532,B,D,B,E,B,A,1,2,5,2,6,2,7,1,3,3,B,D,B,E,B,A,1,3,5,2,6,2,7,1,3,3
539,D,E,E,E,D,A,1,7,7,2,6,3,5,1,1,5,D,E,E,E,E,B,1,7,7,2,6,3,5,1,1,5
545,B,D,B,E,B,A,1,3,2,1,6,1,5,1,3,3,B,D,B,E,B,A,1,4,2,1,6,1,5,1,2,3
553,A,D,A,E,A,A,1,4,5,2,5,2,6,1,4,3,A,D,A,E,A,A,1,3,6,2,6,2,7,1,3,3
554,B,C,B,E,B,A,5,3,3,1,1,1,5,1,5,5,B,C,B,E,B,B,5,3,3,1,1,1,5,1,5,5
555,A,E,A,E,A,A,1,2,4,1,5,2,3,1,6,2,A,E,A,E,A,A,1,2,5,1,6,2,5,1,5,3
558,A,D,A,E,A,A,1,7,4,2,3,1,6,1,5,3,B,D,B,E,B,B,1,7,5,2,4,1,6,1,4,3
560,A,D,A,E,A,A,4,3,1,1,2,1,5,1,5,2,B,D,B,E,B,B,5,3,1,1,2,2,4,1,4,2
562,A,E,A,E,A,A,5,3,1,2,7,2,4,1,3,3,A,D,A,E,A,A,6,3,1,1,7,2,4,1,2,4
563,A,D,A,E,A,A,7,6,4,1,3,2,5,1,2,3,B,D,B,E,B,B,7,6,5,1,4,1,6,1,1,2
566,A,D,A,E,A,A,7,2,1,1,5,1,2,1,6,2,B,D,B,E,B,B,7,2,1,1,6,1,2,1,2,2
572,B,D,B,E,B,A,3,5,7,2,6,2,6,1,2,4,B,D,B,E,B,A,1,5,7,2,6,2,6,1,2,4
573,B,D,B,E,B,A,1,5,4,2,2,1,6,1,2,3,B,D,B,E,B,B,1,5,4,2,3,1,6,1,2,3
575,A,D,A,E,A,A,1,6,7,1,6,2,6,1,3,2,A,D,A,E,A,A,1,6,7,1,7,1,6,1,3,2
584,D,E,A,E,A,A,1,3,6,1,1,1,3,1,7,2,D,E,A,E,A,A,1,3,6,1,1,1,3,1,6,2
587,E,D,C,E,D,C,1,7,5,2,3,1,6,1,3,2,E,D,C,E,D,C,1,7,5,2,3,1,6,1,3,2
632,E,D,D,E,E,C,1,2,6,1,7,1,5,1,1,3,E,D,D,E,E,C,1,3,6,1,7,1,5,1,1,3
637,A,D,A,E,A,A,1,3,5,2,6,3,5,1,4,3,A,D,A,E,A,A,1,3,5,2,6,3,5,1,4,3
638,A,D,A,E,A,A,1,3,1,1,2,1,3,1,6,3,B,D,B,E,B,B,1,4,1,1,3,1,4,1,5,4
639,B,D,B,E,B,A,7,3,5,1,2,1,3,1,6,3,B,D,B,E,B,A,7,3,5,1,3,1,2,1,6,4
644,A,D,A,E,A,A,1,6,2,1,3,2,2,1,5,3,A,D,A,E,A,A,1,6,2,1,4,2,2,1,5,3
645,B,C,B,E,B,A,1,2,6,1,2,1,2,7,5,4,B,C,B,E,B,A,1,3,6,1,2,1,1,7,6,5
647,A,D,A,E,A,A,1,6,2,1,5,3,4,1,3,2,A,D,A,E,A,A,1,6,2,1,5,3,4,1,3,2
648,A,D,A,E,A,A,1,3,1,1,4,2,4,1,6,3,A,D,A,E,A,A,1,3,1,1,4,2,4,1,6,3
654,B,D,B,E,B,A,2,6,4,1,5,1,6,1,4,3,B,D,B,E,B,A,2,6,4,1,5,1,6,1,4,3
659,E,E,E,E,E,D,1,6,2,1,2,1,3,1,5,6,E,E,E,E,E,C,1,6,2,1,2,1,3,1,5,7
662,A,D,A,E,A,A,1,5,2,1,3,1,3,1,6,4,A,D,A,E,A,A,1,5,2,1,3,1,3,1,6,4
665,A,D,B,E,A,A,1,2,2,1,2,1,2,1,6,3,A,D,B,E,A,A,1,2,2,1,2,1,2,1,6,3
666,B,D,B,E,B,A,7,3,2,1,5,1,3,1,6,1,C,D,C,E,C,B,7,3,2,1,5,1,3,1,6,1
667,A,D,A,E,A,A,1,2,1,1,2,1,2,1,6,3,A,D,A,E,A,A,1,2,1,1,2,1,2,1,6,3
670,A,E,A,E,A,A,1,7,5,2,4,2,6,1,4,3,B,D,B,E,B,B,1,7,6,2,5,3,6,1,3,4
