student_id,Item_Appraisals_PRE_Q1,Item_Appraisals_PRE_Q2,Item_Appraisals_PRE_Q3,Item_Appraisals_PRE_Q4,Item_Appraisals_PRE_Q5,Item_Appraisals_PRE_Q6,item_GHSQ_PRE_Q1,item_GHSQ_PRE_Q2,item_GHSQ_PRE_Q3,item_GHSQ_PRE_Q4,item_GHSQ_PRE_Q5,item_GHSQ_PRE_Q6,item_GHSQ_PRE_Q7,item_GHSQ_PRE_Q8,item_GHSQ_PRE_Q9,item_GHSQ_PRE_Q10,Item_Appraisals_POST_Q1,Item_Appraisals_POST_Q2,Item_Appraisals_POST_Q3,Item_Appraisals_POST_Q4,Item_Appraisals_POST_Q5,Item_Appraisals_POST_Q6,item_GHSQ_POST_Q1,item_GHSQ_POST_Q2,item_GHSQ_POST_Q3,item_GHSQ_POST_Q4,item_GHSQ_POST_Q5,item_GHSQ_POST_Q6,item_GHSQ_POST_Q7,item_GHSQ_POST_Q8,item_GHSQ_POST_Q9,item_GHSQ_POST_Q10
38,D,E,D,E,D,C,1,5,6,2,5,3,6,1,2,4,D,E,C,E,D,C,1,5,6,2,4,3,6,1,3,4
40,E,D,E,E,E,C,1,7,7,1,7,3,7,1,1,6,E,E,D,E,E,C,1,7,7,1,7,3,7,1,1,6
41,E,E,E,E,D,C,1,3,5,1,7,4,6,1,1,5,D,E,B,E,D,C,1,5,2,1,3,1,1,1,7,1
42,B,D,B,E,B,A,1,7,4,1,3,1,4,1,2,2,D,D,B,E,D,B,1,7,4,1,2,1,2,1,5,1
43,D,D,C,E,D,C,1,2,6,1,7,2,6,1,4,3,D,D,C,E,D,C,1,2,6,1,7,2,6,1,4,3
44,A,D,A,E,A,A,1,3,1,1,2,1,1,1,7,1,D,E,E,E,D,C,1,2,1,1,1,1,1,1,7,1
45,A,D,A,E,A,A,1,6,2,1,3,2,5,1,3,2,D,E,D,E,D,B,1,6,2,1,3,2,5,1,4,2
48,E,D,D,E,E,C,1,6,7,3,5,2,6,5,2,3,E,D,D,E,E,C,1,5,7,2,4,2,5,5,4,3
49,B,D,B,E,B,A,5,7,4,1,4,1,4,1,4,2,D,D,B,E,D,B,6,7,5,1,3,1,3,1,5,2
50,B,C,B,E,B,A,6,7,5,2,5,1,4,1,3,3,E,E,E,E,E,C,7,7,5,2,5,1,4,1,3,3
51,A,D,B,E,A,A,6,7,2,1,7,2,3,1,2,3,C,D,B,E,C,B,6,7,2,1,7,2,3,1,2,3
55,D,E,D,E,D,C,5,4,1,1,6,3,5,1,4,3,D,E,D,E,D,C,6,4,1,1,5,3,4,1,4,3
57,E,E,E,E,E,C,2,6,3,1,7,2,5,1,3,4,E,E,E,E,E,C,2,6,3,1,7,2,5,1,3,4
59,E,E,D,E,E,C,5,6,4,1,5,3,6,1,3,2,D,E,D,E,D,C,5,6,4,1,6,3,6,1,2,3
62,E,E,E,E,E,C,5,6,4,2,3,1,5,1,3,2,E,E,D,E,E,C,5,6,5,2,2,1,4,1,4,2
63,A,D,A,E,A,A,4,2,6,1,7,1,5,1,3,2,B,D,B,E,B,B,5,3,7,1,7,2,6,1,1,4
66,E,D,D,E,E,C,1,5,3,1,2,1,3,1,4,2,E,D,D,E,E,C,1,4,1,1,1,1,1,1,7,1
67,E,E,E,E,E,C,1,5,2,1,6,4,5,1,4,5,D,E,D,E,D,C,1,6,3,1,7,5,5,1,3,6
70,E,E,E,E,E,C,1,6,7,2,5,3,5,1,1,3,D,E,E,E,D,C,1,5,7,2,4,3,5,1,1,3
72,E,C,D,E,E,C,1,5,1,1,3,1,6,1,4,5,E,E,D,E,E,C,1,5,1,1,3,1,6,1,4,5
73,E,D,D,E,D,B,1,7,5,2,7,3,6,1,4,4,E,D,D,E,E,C,1,7,6,2,7,3,6,1,3,4
74,E,C,C,E,D,C,1,5,2,1,4,3,3,1,6,2,D,D,C,E,D,C,2,6,3,1,5,4,3,1,4,3
79,E,E,E,E,E,C,1,6,4,2,5,3,6,1,4,3,E,E,E,E,E,C,1,6,5,2,4,3,6,1,3,2
81,E,E,E,E,E,C,1,3,2,1,7,4,5,1,2,5,E,E,E,E,E,C,1,2,1,1,6,3,5,1,3,4
83,E,E,E,E,E,C,1,5,4,2,3,2,6,1,3,3,E,E,E,E,E,C,1,6,5,2,4,3,6,1,2,5
86,E,E,E,E,E,C,1,7,6,1,6,4,5,1,1,3,E,E,E,E,E,C,1,7,5,1,3,1,2,1,1,2
87,A,E,A,E,A,A,1,4,1,1,1,1,1,1,6,3,B,E,A,E,B,B,1,4,1,1,1,1,1,1,7,3
89,E,E,E,E,E,C,7,6,5,2,5,2,6,1,1,3,E,E,E,E,E,C,7,5,3,1,2,1,2,1,2,2
90,D,E,E,E,D,C,1,4,2,1,5,2,4,1,6,3,E,E,E,E,E,C,1,5,3,1,6,2,5,1,5,4
91,E,D,D,E,E,C,7,6,4,1,5,2,5,1,3,3,E,E,D,E,E,C,7,7,5,1,3,1,4,1,5,2
92,E,E,E,E,E,C,6,5,6,3,5,4,2,1,2,3,E,E,E,E,E,C,7,6,5,2,5,3,2,1,1,4
94,E,C,D,E,E,C,1,6,7,3,6,4,7,1,2,4,D,C,D,E,D,C,1,6,6,2,5,3,6,1,3,3
95,E,E,D,E,E,C,1,6,7,2,5,2,6,1,2,4,E,E,D,E,E,C,1,6,7,2,4,2,6,1,6,4
97,E,E,D,E,E,C,1,6,5,2,5,1,4,1,1,3,E,E,D,E,E,C,1,5,4,2,3,1,3,1,1,3
98,A,D,A,E,A,A,1,4,3,1,5,1,5,1,3,4,E,E,E,E,E,C,1,3,4,1,5,1,5,1,6,4
103,E,E,E,E,E,C,3,5,6,2,6,3,5,1,2,5,E,E,E,E,E,C,1,5,5,2,4,2,3,1,5,3
104,B,D,D,E,D,B,1,6,4,1,3,2,4,1,5,3,E,E,E,E,E,C,1,7,1,1,1,1,1,1,7,1
106,E,E,E,E,E,C,1,6,5,1,4,1,5,1,4,6,D,E,B,E,D,B,1,6,5,1,3,1,5,1,2,6
107,E,E,E,E,E,C,1,7,6,1,4,2,5,1,5,4,D,E,D,E,D,C,1,7,6,1,4,2,5,1,4,4
108,D,D,C,E,D,C,1,7,6,2,2,1,2,1,5,4,E,E,D,E,E,C,1,7,6,2,1,1,2,1,6,4
110,E,E,E,E,E,C,6,7,5,1,7,3,5,1,2,4,E,E,E,E,E,C,6,7,4,1,5,1,3,1,3,2
111,B,D,B,E,B,A,7,6,5,1,2,1,3,1,5,2,D,D,B,E,D,B,7,6,5,1,2,1,3,1,5,2
112,D,D,C,E,D,C,3,7,3,1,2,1,4,1,5,2,C,D,C,E,C,C,4,7,2,1,1,1,3,1,6,2
113,E,E,E,E,E,C,1,4,2,1,1,1,3,1,6,3,E,E,E,E,E,C,1,4,3,1,1,1,3,1,5,3
114,E,E,E,E,E,C,1,6,5,2,3,2,5,1,3,3,E,E,E,E,E,C,1,6,5,2,2,1,5,1,4,2
117,E,E,E,E,E,C,1,5,6,2,7,2,6,1,1,3,E,E,D,E,D,C,1,4,5,2,5,2,5,1,1,3
118,E,E,E,E,E,C,1,6,5,2,3,1,4,1,1,3,E,E,E,E,E,C,1,6,4,2,1,1,2,1,1,2
406,E,E,E,E,E,C,1,1,2,1,4,4,2,1,7,2,C,D,C,E,C,C,1,1,3,1,5,4,2,1,6,3
448,E,E,E,E,E,C,1,4,2,1,5,3,5,1,6,3,D,E,D,E,D,C,1,5,2,1,4,3,5,1,4,4
450,A,D,A,E,A,A,1,7,3,1,4,2,1,1,4,2,D,E,C,E,D,C,1,7,2,1,1,1,1,1,7,1
650,E,E,E,E,E,C,5,7,3,2,7,4,5,1,3,6,E,E,E,E,E,C,5,7,3,2,7,4,5,1,3,6
838,A,D,A,E,A,A,1,3,1,1,3,2,4,1,6,3,C,D,B,E,C,B,1,4,1,1,4,3,4,1,5,4
919,D,E,E,E,E,C,1,3,3,1,6,1,5,1,5,4,D,E,E,E,E,C,1,4,2,1,6,1,4,1,4,3
920,A,D,A,E,A,A,1,5,4,2,5,3,5,1,5,3,D,D,B,E,D,C,1,5,4,2,4,2,5,1,6,3
923,E,D,D,E,E,C,2,3,1,1,4,2,3,1,6,2,D,D,C,E,D,C,3,4,1,1,5,3,4,1,5,3
924,E,E,E,E,E,C,1,3,1,1,5,1,3,1,7,3,D,E,D,E,D,C,1,4,3,1,5,1,3,1,6,3
927,E,E,E,E,E,C,1,5,7,2,4,2,6,1,3,4,E,E,A,E,E,C,1,4,6,2,3,2,5,1,4,3
929,E,E,E,E,E,C,1,5,2,1,6,3,4,1,5,3,E,E,E,E,E,C,1,5,3,1,6,3,3,1,4,3
930,E,E,D,E,E,C,1,7,6,2,5,3,6,1,3,4,E,E,D,E,E,C,1,7,6,2,4,3,6,1,3,4
933,E,E,E,E,D,C,1,5,2,1,4,1,5,1,5,5,D,E,D,E,D,C,1,5,2,1,3,1,4,1,4,4
934,E,E,E,E,E,C,1,5,4,1,6,3,4,1,3,5,E,E,E,E,E,C,1,5,4,1,5,3,3,1,3,5
936,A,D,B,E,A,A,2,5,4,2,5,2,3,1,6,4,D,E,D,E,D,C,1,6,3,1,4,1,2,1,6,3
937,D,C,D,E,D,C,5,7,1,1,3,4,3,1,5,3,D,E,D,E,D,C,5,7,1,1,4,3,2,1,6,4
938,A,D,A,E,A,A,1,1,1,1,4,3,1,1,6,1,B,D,A,E,B,B,1,1,1,1,4,3,1,1,6,1
939,A,E,A,E,A,A,1,4,4,2,1,2,2,1,7,2,E,E,E,E,E,C,1,3,3,2,1,2,1,1,7,1
941,A,D,A,E,A,A,1,2,1,1,3,1,1,1,7,2,C,D,B,E,C,B,1,3,1,1,4,4,3,1,5,6
942,E,E,E,E,E,C,1,3,5,2,6,3,5,1,4,3,D,E,D,E,D,C,1,4,5,2,6,3,5,1,3,4
981,E,E,E,E,E,C,1,4,5,1,3,1,3,1,3,1,E,E,E,E,E,C,1,4,5,1,3,1,3,1,3,1
982,E,E,E,E,E,C,1,3,5,2,2,1,4,1,2,4,E,E,E,E,E,C,1,5,6,2,1,1,3,1,1,4
983,E,E,E,E,E,C,1,6,4,2,5,3,5,1,3,5,E,E,E,E,E,C,1,6,5,2,3,3,3,1,5,4
985,A,D,A,E,B,B,1,4,2,3,4,2,3,1,6,3,B,D,A,E,B,B,1,5,2,2,5,2,3,1,5,3
986,D,E,D,E,D,C,1,7,6,2,6,2,4,1,3,5,E,E,E,E,E,C,1,6,5,2,4,2,3,1,5,4
988,A,E,A,E,A,A,4,3,1,1,4,3,2,1,4,2,C,E,A,E,C,B,4,3,1,1,3,2,1,1,5,2
990,A,D,A,E,A,A,1,1,1,1,4,3,1,1,7,2,B,E,C,E,C,B,1,2,1,1,5,3,2,1,6,3
991,B,D,B,E,B,A,4,3,1,1,2,1,1,1,6,1,D,D,B,E,D,C,4,3,1,1,1,1,1,1,7,1
993,E,E,E,E,E,C,1,6,5,2,6,3,7,1,2,3,E,E,A,E,E,C,1,5,4,2,5,3,6,1,2,4
994,A,D,A,E,A,A,1,3,5,1,6,5,4,1,4,2,D,E,E,E,D,C,1,2,3,1,2,2,1,1,7,1
997,C,C,C,E,C,C,1,2,1,1,3,2,3,1,6,2,C,E,C,E,C,C,1,3,1,1,3,2,3,1,5,3
998,E,E,E,E,E,C,1,3,1,1,4,2,5,1,6,3,D,E,D,E,D,C,1,4,3,1,5,3,6,1,4,4
999,A,D,A,E,A,A,1,4,1,1,1,1,1,1,7,3,C,D,C,E,C,B,1,5,1,1,3,2,1,1,4,4
1000,E,E,E,E,E,C,4,7,3,1,7,6,7,1,3,7,E,E,D,E,E,C,4,7,3,1,7,6,7,1,3,7
