student_id,item_Family_Q1,item_Family_Q2,item_Family_Q3,item_Family_Q4,item_Family_Q5,item_Family_Q6,item_Family_Q7,item_Family_Q8,item_Family_Q9,item_Family_Q10,item_Family_Q11,item_Family_Q12,item_Family_Q13,item_Family_Q14,item_Family_Q15,item_Family_Q16,item_Family_Q17,item_Family_Q18,item_Family_Q19,item_Event_Q1,item_Event_Q2,item_Event_Q3,item_Event_Q4,item_Event_Q5,item_Event_Q6,item_Event_Q7,item_Scenario1_Q1,item_Scenario1_Q2,item_Scenario1_Q3,item_Scenario1_Q4,item_Scenario1_Q5
161,6,6,5,7,6,2,1,2,2,2,6,5,5,4,4,5,1,4,4,2.0,6.0,2.0,5.0,3.0,4.0,3.0,7,6,7,6,7
183,5,4,3,5,6,6,4,5,6,5,4,2,3,6,6,7,5,6,7,2.0,6.0,1.0,7.0,1.0,7.0,7.0,6,5,4,4,3
193,1,1,1,1,1,7,7,7,7,7,2,1,1,7,7,7,6,3,7,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7,6,5,5,6
196,6,5,5,6,6,4,2,2,3,2,6,5,5,4,4,5,3,5,4,3.0,5.0,2.0,5.0,4.0,4.0,2.0,7,6,6,7,7
208,6,5,4,5,6,6,3,5,6,4,4,2,1,6,6,7,5,5,6,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7,6,5,5,5
209,6,4,5,5,6,5,2,2,5,4,5,6,4,6,5,6,4,5,6,1.0,7.0,2.0,7.0,1.0,7.0,6.0,7,6,6,6,6
210,6,6,6,5,7,4,2,2,3,2,6,7,6,3,3,4,3,5,4,2.0,6.0,2.0,5.0,4.0,5.0,3.0,7,7,7,7,7
212,2,1,1,2,3,7,6,5,6,7,2,1,1,6,7,7,5,4,6,1.0,7.0,1.0,7.0,1.0,7.0,7.0,6,5,4,4,3
221,6,5,6,6,7,4,2,2,3,2,6,5,6,4,4,5,3,4,4,4.0,3.0,2.0,6.0,4.0,5.0,5.0,7,6,6,6,7
240,6,6,5,6,6,4,2,2,3,2,6,5,5,4,3,4,3,4,4,2.0,6.0,1.0,7.0,2.0,6.0,4.0,7,6,6,6,7
251,6,5,5,6,5,4,2,2,2,3,5,4,3,5,5,6,4,5,6,2.0,6.0,1.0,7.0,1.0,7.0,6.0,6,5,5,4,4
255,7,6,6,7,6,4,2,2,2,2,6,6,6,3,3,4,3,4,4,2.0,6.0,1.0,6.0,3.0,5.0,4.0,7,7,6,7,7
266,6,6,6,7,7,4,2,2,3,2,6,7,6,3,3,4,3,5,4,4.0,5.0,2.0,6.0,3.0,5.0,4.0,7,7,7,7,7
269,7,6,7,7,7,1,1,1,1,1,7,7,7,2,2,3,2,4,3,1.0,7.0,2.0,6.0,3.0,5.0,2.0,7,7,7,7,7
278,6,6,7,7,7,4,1,2,3,2,6,7,6,3,3,4,3,5,4,2.0,6.0,3.0,5.0,4.0,4.0,3.0,7,7,7,7,7
283,6,6,5,6,7,4,2,2,3,2,7,7,6,3,3,4,3,5,4,2.0,6.0,3.0,6.0,3.0,5.0,4.0,7,6,6,6,6
306,6,6,6,7,7,4,2,2,2,1,6,7,6,3,3,4,3,4,4,2.0,6.0,2.0,6.0,3.0,5.0,4.0,7,6,6,6,7
314,6,6,6,7,7,2,1,1,2,1,7,6,6,3,2,4,3,5,4,2.0,7.0,1.0,6.0,3.0,5.0,3.0,7,7,6,6,7
323,4,3,2,3,4,6,5,6,5,6,2,1,2,6,7,6,5,4,6,1.0,7.0,1.0,7.0,1.0,7.0,6.0,5,4,3,3,3
326,6,5,6,6,7,4,2,2,2,3,6,5,6,5,4,6,4,5,5,2.0,7.0,1.0,6.0,2.0,5.0,4.0,7,6,7,6,5
330,6,6,6,7,7,4,2,2,2,2,7,7,7,3,3,4,3,5,4,1.0,7.0,1.0,7.0,1.0,6.0,5.0,7,7,7,7,7
333,6,6,5,6,7,3,1,2,2,2,6,6,5,4,4,4,3,5,4,3.0,6.0,2.0,5.0,3.0,5.0,4.0,7,7,6,7,6
336,6,6,7,7,7,3,1,2,2,1,7,7,6,3,2,3,3,4,4,2.0,6.0,2.0,5.0,4.0,4.0,2.0,7,7,7,7,7
338,6,5,4,6,5,5,2,3,5,3,5,5,5,5,4,6,4,5,4,2.0,6.0,1.0,7.0,2.0,6.0,5.0,7,6,6,6,7
353,6,5,5,6,6,4,2,2,3,2,6,6,5,3,2,4,3,4,4,2.0,6.0,2.0,5.0,3.0,4.0,3.0,7,6,6,6,7
371,5,6,5,6,7,5,2,3,4,2,6,5,6,5,6,7,4,5,5,3.0,6.0,2.0,6.0,3.0,7.0,6.0,7,6,5,5,5
402,6,6,5,6,6,2,1,1,2,2,7,7,6,2,2,4,1,5,2,1.0,7.0,2.0,6.0,3.0,5.0,4.0,7,6,6,7,7
406,1,1,1,1,3,7,7,7,7,7,2,1,1,7,7,7,6,6,7,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7,6,5,6,7
419,5,4,4,5,6,6,5,6,7,6,3,2,2,7,7,6,5,6,6,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7,6,6,6,6
421,6,4,3,4,5,6,4,5,6,5,3,2,2,7,7,7,5,6,7,1.0,7.0,1.0,7.0,1.0,7.0,7.0,6,5,4,4,3
430,6,5,5,6,6,4,2,2,2,2,5,5,4,5,4,5,3,5,4,3.0,5.0,2.0,6.0,3.0,5.0,4.0,7,6,6,6,7
458,2,1,1,1,2,7,7,7,7,7,1,1,1,7,7,7,6,3,6,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7,6,5,5,4
502,6,5,5,6,7,4,2,2,3,2,6,6,5,4,4,5,3,4,4,1.0,7.0,2.0,6.0,3.0,6.0,5.0,7,6,6,6,7
524,1,1,1,1,3,7,7,7,7,7,2,1,1,7,7,7,6,5,7,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7,7,7,7,7
548,6,4,2,3,4,6,7,7,6,7,2,1,1,7,7,7,7,5,6,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7,5,4,4,3
564,6,5,4,5,5,6,4,5,6,5,4,3,2,6,6,7,5,6,7,2.0,7.0,1.0,7.0,1.0,7.0,6.0,7,6,6,7,7
596,5,4,3,4,4,6,5,6,5,6,4,3,2,6,6,7,4,5,5,1.0,7.0,1.0,7.0,1.0,7.0,6.0,7,6,6,6,7
618,4,3,2,3,4,6,5,6,7,6,3,2,1,6,7,7,5,4,6,1.0,7.0,1.0,7.0,1.0,7.0,7.0,6,5,4,4,5
626,4,3,2,4,5,6,4,6,5,6,3,2,1,6,7,7,5,6,7,1.0,7.0,1.0,7.0,1.0,7.0,7.0,6,5,4,3,4
657,6,5,4,6,5,5,2,3,4,3,4,2,3,6,5,7,4,5,6,2.0,5.0,1.0,7.0,2.0,7.0,6.0,6,5,4,4,5
663,6,6,6,6,7,3,2,2,3,2,6,6,5,4,4,5,3,5,4,1.0,7.0,2.0,6.0,2.0,5.0,4.0,7,7,7,7,7
691,7,6,6,7,7,2,1,1,2,1,6,6,5,4,4,5,3,5,4,2.0,6.0,2.0,5.0,4.0,4.0,3.0,7,7,6,6,7
734,7,6,6,7,7,3,1,2,1,2,6,7,6,3,4,4,3,5,4,2.0,6.0,2.0,5.0,3.0,6.0,4.0,7,6,6,7,7
769,6,4,3,5,4,6,3,5,6,5,3,2,2,6,7,7,4,5,6,2.0,7.0,1.0,7.0,2.0,7.0,6.0,7,6,6,7,7
794,5,6,6,7,7,4,2,2,3,2,6,6,6,4,3,4,3,5,4,2.0,7.0,1.0,7.0,1.0,7.0,6.0,7,7,7,7,7
829,6,5,4,6,6,4,2,2,5,2,5,3,6,5,4,5,2,5,4,2.0,6.0,2.0,5.0,3.0,6.0,4.0,7,6,6,6,7
839,6,4,5,5,6,5,3,4,5,4,4,3,3,5,6,6,4,5,5,2.0,7.0,1.0,7.0,1.0,7.0,6.0,7,6,6,6,7
859,1,1,1,1,1,7,6,7,7,7,1,1,1,7,7,7,6,1,7,1.0,7.0,1.0,7.0,1.0,7.0,7.0,4,3,3,3,3
870,6,5,5,6,6,4,2,2,3,2,5,4,4,6,6,5,4,5,4,2.0,6.0,1.0,7.0,2.0,7.0,6.0,6,6,5,5,4
877,6,6,6,7,6,3,1,2,2,2,6,5,5,4,3,5,3,4,4,2.0,6.0,3.0,5.0,4.0,4.0,3.0,7,7,7,7,7
898,2,1,1,2,3,6,5,6,6,7,3,2,1,7,7,6,5,5,6,1.0,7.0,1.0,7.0,1.0,7.0,7.0,6,5,5,4,4
920,6,5,5,6,6,4,3,5,5,4,4,3,3,6,6,6,5,5,6,2.0,6.0,2.0,5.0,4.0,5.0,4.0,7,6,7,6,7
954,1,1,1,1,1,7,7,7,7,7,1,1,1,7,7,7,7,6,7,1.0,7.0,1.0,7.0,1.0,7.0,7.0,6,4,4,4,3
955,6,5,5,6,6,4,2,2,2,2,5,4,5,4,4,5,3,4,4,2.0,6.0,3.0,6.0,3.0,5.0,4.0,7,6,6,6,7
