student_id,item_Belief_Q1,item_Belief_Q2,item_Belief_Q3,item_Perception_Q4,item_Perception_Q5,item_Perception_Q6,item_Perception_Q7,item_Perception_Q8,item_Perception_Q9,item_Perception_Q10,item_Perception_Q11,item_Perception_Q12
28,4,5,5,1.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
29,5,3,5,1.0,2.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
30,4,5,4,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
31,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
32,3,5,4,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
33,4,5,2,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
34,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
35,4,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
37,2,5,4,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
38,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
39,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
40,2,6,1,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
41,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
43,4,5,5,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
53,4,5,3,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
64,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
66,4,5,3,4.0,2.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
67,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
68,2,6,1,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
72,4,5,4,2.0,1.0,5.0,6.0,5.0,1.0,3.0,1.0,0.0
73,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
74,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
78,2,6,1,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
79,2,6,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
80,4,6,5,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
82,4,5,3,2.0,1.0,6.0,6.0,5.0,1.0,3.0,2.0,0.0
84,5,2,5,3.0,2.0,5.0,6.0,6.0,1.0,2.0,1.0,0.0
85,4,3,5,1.0,2.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
86,4,5,4,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
87,5,3,5,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
88,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
89,4,6,3,2.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
90,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,2.0,0.0
91,2,6,1,2.0,1.0,6.0,5.0,6.0,1.0,3.0,2.0,0.0
92,4,5,3,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
93,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
94,4,5,4,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
95,4,6,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
96,2,6,4,2.0,1.0,6.0,5.0,6.0,1.0,3.0,2.0,0.0
97,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
98,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
99,4,5,2,1.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
100,4,5,3,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
101,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
102,4,6,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
103,4,6,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
104,2,6,3,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
105,2,6,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
106,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
107,4,6,3,1.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
108,4,6,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
109,4,5,3,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
110,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
113,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,3.0,2.0,0.0
114,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
115,4,6,5,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
116,2,6,1,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0
118,4,6,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
119,4,6,4,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
120,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
121,4,5,5,2.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,0.0
122,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
124,5,3,5,1.0,2.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
125,4,3,2,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
126,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
127,4,5,5,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
130,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
131,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
132,4,3,5,,,,,,,,,
133,5,4,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
134,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
135,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
136,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
138,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
139,4,5,4,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
141,5,4,5,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
142,4,3,5,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
143,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
144,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
146,4,5,4,2.0,1.0,5.0,5.0,6.0,1.0,2.0,1.0,0.0
147,4,5,4,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
148,4,6,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
149,2,6,5,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
150,4,6,2,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
151,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
153,3,6,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
154,5,1,6,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
158,2,5,4,2.0,1.0,5.0,5.0,6.0,1.0,3.0,1.0,0.0
187,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
189,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
191,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
192,4,5,4,2.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,0.0
193,3,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
196,5,4,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
197,4,6,3,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
198,4,5,3,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
199,4,3,5,1.0,2.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
200,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
201,5,4,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
203,2,6,1,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
205,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
206,4,5,3,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
207,4,5,4,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
208,4,4,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
209,4,3,5,1.0,2.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
210,3,5,4,1.0,2.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
211,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
212,4,4,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
213,4,4,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
214,5,2,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
215,4,3,5,2.0,1.0,5.0,5.0,6.0,1.0,2.0,1.0,0.0
216,5,2,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
217,4,5,5,1.0,2.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
218,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
219,4,4,5,1.0,2.0,6.0,5.0,5.0,1.0,1.0,1.0,0.0
220,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
227,4,5,4,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
237,4,5,4,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
238,4,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
239,2,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
240,4,5,4,3.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,0.0
241,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
242,4,5,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
243,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
244,4,5,4,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
245,4,4,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,2.0,0.0
246,3,4,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
247,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
248,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
249,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
250,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
251,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
255,4,5,4,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
266,4,5,5,1.0,2.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
267,5,4,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
268,4,5,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
269,2,6,1,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
270,4,5,2,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
271,4,5,3,2.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,0.0
272,1,6,1,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
273,5,4,4,1.0,1.0,6.0,5.0,6.0,1.0,1.0,1.0,0.0
275,4,5,4,2.0,1.0,6.0,6.0,5.0,1.0,3.0,2.0,0.0
276,3,5,4,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
277,5,3,5,2.0,1.0,5.0,6.0,6.0,1.0,3.0,1.0,0.0
278,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,2.0,0.0
279,4,5,3,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
280,5,2,6,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
282,3,6,5,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
285,4,4,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
286,4,5,4,1.0,2.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
307,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
308,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
309,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
310,5,4,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
311,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
312,5,2,5,,,,,,,,,
313,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
314,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
315,2,6,3,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
316,5,4,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
321,4,5,5,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
322,5,2,6,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
323,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
325,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,1.0,1.0,0.0
331,4,5,4,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
338,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
339,5,2,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
340,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
341,4,5,4,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
343,4,3,5,1.0,2.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
358,4,5,3,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
361,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
374,4,5,5,3.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0,0.0
376,3,6,4,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
378,4,6,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
381,4,5,3,2.0,1.0,6.0,5.0,6.0,1.0,3.0,2.0,0.0
382,5,3,6,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
385,5,3,6,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
386,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
387,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
388,5,4,6,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
389,4,3,5,1.0,2.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
390,5,3,6,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
391,4,6,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
392,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
393,4,5,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
394,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
395,5,2,1,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
396,4,5,5,2.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,0.0
397,4,6,5,2.0,1.0,6.0,5.0,5.0,1.0,3.0,2.0,0.0
401,4,6,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
402,4,3,5,1.0,2.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
403,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
405,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
408,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
409,4,3,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
410,4,5,2,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
424,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
425,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
426,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
427,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
429,4,3,5,1.0,2.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
430,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
431,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
432,4,3,5,2.0,1.0,6.0,5.0,5.0,2.0,1.0,1.0,0.0
433,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
434,4,6,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
435,4,5,3,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
436,5,2,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
437,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
440,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
441,4,6,4,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
442,5,5,4,4.0,2.0,5.0,6.0,5.0,1.0,3.0,1.0,0.0
444,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
446,2,6,1,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
450,4,3,5,1.0,2.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
452,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
454,5,4,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
455,4,2,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
456,5,2,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
457,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
458,5,5,4,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
459,5,2,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
471,4,6,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,2.0,0.0
472,4,5,3,2.0,1.0,6.0,5.0,6.0,1.0,3.0,2.0,0.0
473,4,5,3,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
474,4,6,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
476,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
480,5,3,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
484,4,2,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
485,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
486,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
488,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
489,5,3,5,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
490,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
492,5,3,5,2.0,2.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
493,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
494,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
495,4,6,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
496,4,5,3,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
498,4,5,4,1.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
499,4,6,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
500,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
501,4,5,3,2.0,1.0,6.0,5.0,4.0,1.0,2.0,1.0,0.0
510,2,6,4,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
511,2,6,2,1.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
513,4,4,3,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
514,5,3,6,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
515,5,3,5,1.0,2.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
517,4,6,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
518,3,6,5,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
520,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
521,5,2,6,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
522,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
523,5,2,4,2.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,0.0
524,5,4,5,1.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
525,5,3,6,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
527,5,3,5,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
528,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
529,5,3,5,1.0,2.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
530,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
531,5,3,5,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
532,4,4,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
533,4,3,5,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
534,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
535,4,5,4,3.0,2.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
537,5,4,4,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
538,4,5,5,2.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
539,4,5,3,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
540,5,4,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
541,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,2.0,0.0
547,4,5,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
548,5,2,6,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
549,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
550,4,5,5,1.0,2.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
551,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
552,4,5,3,2.0,1.0,5.0,5.0,6.0,1.0,3.0,1.0,0.0
553,4,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
554,4,5,3,2.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,0.0
555,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
556,4,3,5,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
557,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
558,4,5,4,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
559,5,2,6,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
560,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
567,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
568,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
570,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
571,4,6,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
583,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
585,4,5,4,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
