student_id,Item_Appraisals_PRE_Q1,Item_Appraisals_PRE_Q2,Item_Appraisals_PRE_Q3,Item_Appraisals_PRE_Q4,Item_Appraisals_PRE_Q5,Item_Appraisals_PRE_Q6,item_GHSQ_PRE_Q1,item_GHSQ_PRE_Q2,item_GHSQ_PRE_Q3,item_GHSQ_PRE_Q4,item_GHSQ_PRE_Q5,item_GHSQ_PRE_Q6,item_GHSQ_PRE_Q7,item_GHSQ_PRE_Q8,item_GHSQ_PRE_Q9,item_GHSQ_PRE_Q10,Item_Appraisals_POST_Q1,Item_Appraisals_POST_Q2,Item_Appraisals_POST_Q3,Item_Appraisals_POST_Q4,Item_Appraisals_POST_Q5,Item_Appraisals_POST_Q6,item_GHSQ_POST_Q1,item_GHSQ_POST_Q2,item_GHSQ_POST_Q3,item_GHSQ_POST_Q4,item_GHSQ_POST_Q5,item_GHSQ_POST_Q6,item_GHSQ_POST_Q7,item_GHSQ_POST_Q8,item_GHSQ_POST_Q9,item_GHSQ_POST_Q10
362,A,D,A,E,A,A,1.0,6.0,4.0,2.0,2.0,1.0,3.0,1.0,5.0,4.0,C,D,A,E,C,B,1.0,6.0,3.0,2.0,3.0,2.0,3.0,1.0,6.0,4.0
363,B,D,B,E,B,A,3.0,5.0,2.0,1.0,4.0,2.0,3.0,1.0,6.0,2.0,D,D,B,E,C,B,3.0,5.0,2.0,1.0,4.0,2.0,3.0,1.0,6.0,2.0
378,E,E,E,E,E,C,1.0,6.0,7.0,2.0,6.0,3.0,7.0,1.0,1.0,4.0,E,E,E,E,E,C,1.0,6.0,7.0,2.0,6.0,3.0,7.0,1.0,1.0,4.0
380,E,E,E,E,E,C,1.0,6.0,6.0,2.0,3.0,1.0,7.0,1.0,4.0,3.0,E,E,E,E,D,C,1.0,6.0,5.0,2.0,4.0,1.0,7.0,1.0,4.0,2.0
383,A,D,B,E,B,A,5.0,6.0,2.0,1.0,3.0,2.0,3.0,1.0,6.0,2.0,C,D,B,E,C,B,6.0,7.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0
389,A,D,A,E,A,A,5.0,2.0,3.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,D,E,E,E,D,C,5.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,2.0
395,E,E,E,E,E,C,1.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0,6.0,5.0,E,E,E,E,E,C,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,6.0,5.0
397,E,E,D,E,E,C,1.0,5.0,7.0,2.0,6.0,2.0,7.0,1.0,2.0,4.0,E,E,D,E,E,C,1.0,4.0,6.0,2.0,4.0,2.0,6.0,1.0,3.0,3.0
404,A,D,A,E,A,A,1.0,7.0,7.0,1.0,7.0,2.0,1.0,1.0,1.0,7.0,E,E,D,E,E,C,1.0,7.0,7.0,1.0,7.0,2.0,1.0,1.0,1.0,7.0
413,B,D,B,E,B,A,1.0,5.0,4.0,2.0,7.0,2.0,6.0,1.0,3.0,4.0,C,D,B,E,C,B,1.0,5.0,5.0,2.0,7.0,2.0,6.0,1.0,2.0,5.0
447,E,D,D,E,E,C,1.0,3.0,7.0,2.0,4.0,1.0,5.0,1.0,1.0,2.0,E,E,D,E,D,C,1.0,4.0,7.0,3.0,3.0,1.0,5.0,1.0,2.0,2.0
453,A,D,A,E,A,A,4.0,6.0,5.0,1.0,7.0,3.0,2.0,1.0,3.0,4.0,D,E,A,E,C,B,4.0,6.0,5.0,1.0,6.0,3.0,2.0,1.0,3.0,4.0
464,A,D,A,E,A,A,1.0,7.0,5.0,2.0,6.0,3.0,4.0,1.0,3.0,4.0,D,E,D,E,D,C,1.0,7.0,5.0,2.0,3.0,2.0,2.0,1.0,7.0,1.0
469,E,E,E,E,E,C,1.0,7.0,6.0,2.0,5.0,3.0,4.0,1.0,3.0,5.0,E,E,E,E,E,C,1.0,7.0,6.0,2.0,4.0,3.0,3.0,1.0,3.0,5.0
472,C,E,D,E,E,C,1.0,5.0,3.0,1.0,3.0,1.0,6.0,1.0,5.0,4.0,D,E,D,E,D,C,1.0,5.0,2.0,1.0,4.0,1.0,6.0,1.0,5.0,5.0
480,E,C,D,E,E,C,4.0,5.0,2.0,1.0,6.0,2.0,5.0,1.0,6.0,3.0,E,D,C,E,D,C,3.0,6.0,3.0,1.0,7.0,3.0,6.0,1.0,4.0,5.0
481,B,D,B,E,A,A,5.0,3.0,1.0,1.0,6.0,1.0,2.0,1.0,7.0,2.0,D,E,B,E,D,C,6.0,4.0,1.0,1.0,6.0,1.0,2.0,1.0,5.0,2.0
507,B,C,B,E,D,B,1.0,6.0,4.0,1.0,4.0,2.0,3.0,1.0,3.0,5.0,D,D,C,E,E,C,1.0,6.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0
510,E,E,E,E,E,C,1.0,6.0,4.0,2.0,5.0,2.0,5.0,1.0,6.0,4.0,E,E,D,E,E,C,1.0,6.0,4.0,2.0,3.0,2.0,5.0,1.0,7.0,4.0
518,D,D,D,E,D,C,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,3.0,E,E,E,E,E,C,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,6.0,4.0
520,E,E,E,E,E,C,7.0,5.0,3.0,1.0,6.0,2.0,6.0,1.0,4.0,3.0,E,E,E,E,E,C,7.0,6.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0
522,E,E,E,E,E,C,2.0,4.0,1.0,1.0,7.0,3.0,2.0,1.0,5.0,3.0,E,E,E,E,E,C,2.0,4.0,1.0,1.0,7.0,3.0,2.0,1.0,5.0,3.0
544,E,E,E,E,E,C,1.0,7.0,5.0,1.0,5.0,2.0,7.0,1.0,3.0,7.0,E,E,E,E,E,C,1.0,7.0,6.0,1.0,3.0,2.0,7.0,1.0,3.0,7.0
550,D,D,C,E,D,C,1.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,D,D,C,E,D,C,1.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0
584,B,D,C,E,D,C,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,6.0,3.0,C,D,C,E,C,B,1.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,3.0
599,E,E,D,E,E,C,1.0,6.0,6.0,2.0,7.0,3.0,6.0,1.0,3.0,7.0,E,E,D,E,E,C,1.0,6.0,6.0,2.0,7.0,3.0,6.0,1.0,3.0,7.0
605,E,E,E,E,E,C,2.0,6.0,5.0,1.0,4.0,1.0,6.0,1.0,3.0,3.0,E,E,E,E,E,C,2.0,6.0,4.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0
612,B,D,B,E,B,A,1.0,6.0,5.0,2.0,6.0,4.0,7.0,1.0,2.0,3.0,D,D,B,E,C,B,1.0,6.0,5.0,2.0,7.0,5.0,7.0,1.0,2.0,3.0
626,E,D,D,E,E,C,1.0,4.0,3.0,2.0,7.0,2.0,2.0,1.0,5.0,3.0,E,E,D,E,E,C,1.0,5.0,4.0,2.0,7.0,3.0,2.0,1.0,4.0,4.0
629,B,D,B,E,B,A,1.0,7.0,7.0,2.0,7.0,2.0,5.0,1.0,1.0,7.0,D,E,D,E,D,C,1.0,7.0,7.0,2.0,7.0,2.0,5.0,1.0,1.0,7.0
637,C,C,C,E,C,C,1.0,3.0,5.0,2.0,6.0,2.0,5.0,1.0,4.0,3.0,C,D,C,E,C,C,1.0,3.0,5.0,2.0,6.0,2.0,5.0,1.0,4.0,3.0
641,B,D,B,E,B,A,1.0,6.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,D,D,B,E,D,B,1.0,6.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0
653,A,D,A,E,A,A,7.0,2.0,3.0,1.0,6.0,3.0,5.0,1.0,3.0,5.0,D,D,B,E,D,B,7.0,2.0,3.0,1.0,6.0,3.0,5.0,1.0,3.0,5.0
655,A,D,A,E,A,A,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,B,D,B,E,B,B,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0
660,E,D,D,E,E,C,1.0,6.0,7.0,2.0,4.0,2.0,7.0,1.0,3.0,5.0,E,D,D,E,E,C,1.0,6.0,7.0,2.0,4.0,2.0,7.0,1.0,3.0,5.0
665,C,D,C,E,D,C,1.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,7.0,3.0,C,D,C,E,C,C,1.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,7.0,3.0
695,D,C,C,E,D,C,1.0,6.0,7.0,1.0,4.0,2.0,5.0,1.0,4.0,3.0,D,C,C,E,C,C,1.0,7.0,7.0,1.0,4.0,3.0,5.0,1.0,4.0,3.0
696,A,D,A,E,A,A,1.0,5.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,2.0,B,D,B,E,B,B,1.0,5.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,2.0
702,E,E,E,E,E,C,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,7.0,2.0,D,E,B,E,D,C,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,7.0,2.0
735,E,D,C,E,D,C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,D,D,C,E,D,C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
750,B,D,B,E,B,A,1.0,6.0,5.0,2.0,5.0,3.0,6.0,1.0,4.0,3.0,C,D,C,E,D,B,1.0,6.0,5.0,2.0,5.0,3.0,6.0,1.0,3.0,3.0
753,A,D,A,E,A,A,1.0,5.0,3.0,1.0,7.0,2.0,4.0,1.0,4.0,2.0,C,D,B,E,C,B,1.0,6.0,2.0,1.0,7.0,1.0,3.0,1.0,2.0,1.0
764,E,E,E,E,E,C,1.0,5.0,6.0,1.0,5.0,3.0,6.0,1.0,1.0,5.0,E,E,E,E,E,C,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0
799,A,D,A,E,A,A,7.0,6.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,D,D,B,E,D,B,7.0,6.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0
812,E,E,E,E,E,C,1.0,5.0,3.0,2.0,6.0,3.0,5.0,1.0,5.0,6.0,E,E,E,E,E,C,1.0,6.0,3.0,2.0,6.0,3.0,5.0,1.0,5.0,6.0
822,E,E,E,E,E,C,1.0,5.0,6.0,2.0,4.0,1.0,6.0,1.0,3.0,3.0,E,E,E,E,E,C,1.0,6.0,5.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0
834,E,E,E,E,E,C,1.0,6.0,7.0,2.0,5.0,4.0,6.0,1.0,3.0,3.0,E,E,E,E,E,C,1.0,6.0,7.0,2.0,4.0,3.0,5.0,1.0,5.0,4.0
845,A,D,A,E,A,A,6.0,5.0,5.0,2.0,7.0,3.0,4.0,1.0,3.0,3.0,D,D,B,E,B,B,6.0,5.0,5.0,2.0,7.0,4.0,5.0,1.0,3.0,4.0
859,E,E,E,E,E,C,5.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,D,E,D,E,D,C,6.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0
867,D,C,C,E,D,C,1.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,6.0,3.0,D,C,C,E,D,C,2.0,4.0,2.0,2.0,5.0,3.0,3.0,1.0,5.0,4.0
875,E,E,D,E,E,C,1.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,D,E,D,E,D,C,1.0,6.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0
877,B,D,B,E,B,A,1.0,6.0,5.0,2.0,5.0,4.0,5.0,1.0,3.0,4.0,D,E,B,E,D,C,1.0,7.0,6.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0
889,C,C,C,E,D,C,5.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,6.0,2.0,D,D,C,E,D,C,5.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,6.0,2.0
895,E,D,D,E,E,C,6.0,5.0,6.0,2.0,4.0,2.0,5.0,1.0,3.0,3.0,E,E,D,E,E,C,6.0,5.0,5.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0
908,A,D,A,E,A,A,1.0,7.0,5.0,1.0,5.0,2.0,4.0,1.0,2.0,7.0,D,E,C,E,D,B,1.0,7.0,5.0,1.0,5.0,2.0,4.0,1.0,2.0,7.0
910,A,D,A,E,A,A,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,6.0,3.0,E,E,E,E,E,C,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,6.0,3.0
912,A,D,A,E,A,A,3.0,7.0,4.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,B,D,B,E,C,B,3.0,7.0,4.0,1.0,6.0,1.0,4.0,1.0,2.0,2.0
954,C,E,E,E,D,C,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,7.0,1.0,C,E,E,E,C,C,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,7.0,1.0
960,E,E,D,E,D,C,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,D,E,D,E,D,C,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0
968,D,D,C,E,C,B,3.0,7.0,5.0,2.0,7.0,6.0,6.0,1.0,3.0,6.0,D,D,C,E,C,C,2.0,7.0,5.0,2.0,3.0,6.0,5.0,1.0,4.0,5.0
982,E,E,E,E,E,C,1.0,3.0,5.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,E,E,E,E,E,C,1.0,5.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0
985,A,D,A,E,B,B,1.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,6.0,3.0,B,D,A,E,B,B,1.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,5.0,3.0
991,B,D,B,E,B,A,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,D,D,B,E,D,C,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
993,E,E,E,E,E,C,1.0,6.0,5.0,2.0,6.0,3.0,7.0,1.0,2.0,3.0,E,E,A,E,E,C,1.0,5.0,4.0,2.0,5.0,3.0,6.0,1.0,2.0,4.0
994,A,D,A,E,A,A,1.0,3.0,5.0,1.0,6.0,5.0,4.0,1.0,4.0,2.0,D,E,E,E,D,C,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0
406,E,E,E,E,E,C,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,7.0,2.0,C,D,C,E,C,C,1.0,1.0,3.0,1.0,5.0,4.0,2.0,1.0,6.0,3.0
