student_id,item_Belief_Q1,item_Belief_Q2,item_Belief_Q3,item_Perception_Q4,item_Perception_Q5,item_Perception_Q6,item_Perception_Q7,item_Perception_Q8,item_Perception_Q9,item_Perception_Q10,item_Perception_Q11,item_Perception_Q12
74,4,2,5,1,2,6,6,5,1,2,1,0
78,4,3,4,3,2,6,5,6,1,3,1,0
79,5,3,4,2,1,5,6,5,1,3,1,0
80,4,3,5,2,1,6,6,6,1,2,1,0
82,4,4,5,2,1,5,5,5,1,2,1,0
84,4,5,5,2,1,6,5,6,1,3,1,0
85,4,3,5,1,2,5,6,5,1,2,1,0
86,4,5,5,2,1,6,6,6,1,2,1,0
87,5,3,5,2,1,6,5,6,1,3,1,0
88,4,3,5,2,1,5,5,5,1,2,1,0
89,4,5,5,2,1,6,6,6,1,3,1,0
90,5,4,5,1,1,6,6,6,1,2,1,0
91,4,5,3,2,1,6,5,6,1,3,1,0
92,4,3,5,2,1,5,6,5,1,3,1,0
93,4,3,5,1,2,5,6,5,1,2,1,0
94,4,3,5,1,1,6,6,6,1,2,1,0
95,4,5,5,2,1,6,5,6,1,1,1,0
96,5,2,5,2,1,5,5,5,1,3,1,0
97,4,3,5,2,1,6,5,6,1,3,1,0
98,5,3,4,2,1,6,6,5,1,2,1,0
99,4,4,5,2,1,6,5,5,1,3,1,0
100,4,5,3,2,1,6,5,5,1,2,1,0
101,5,4,5,1,1,6,6,6,1,1,1,0
102,5,3,5,2,1,6,5,5,1,3,2,0
103,4,3,5,2,1,6,5,5,1,2,1,0
104,5,2,5,2,1,6,6,5,1,2,1,0
105,2,6,5,1,1,6,6,6,1,2,1,0
106,5,2,4,2,1,6,5,6,1,3,1,0
107,4,3,5,2,1,6,5,5,1,3,1,0
108,5,3,5,2,1,5,5,6,1,2,1,0
109,4,5,5,2,1,6,5,5,1,3,1,0
110,5,2,5,2,1,6,6,5,1,2,1,0
113,6,2,5,2,1,6,6,5,1,3,1,0
114,4,3,5,2,1,6,6,5,1,2,1,0
115,4,3,5,2,1,6,5,6,1,3,1,0
116,4,5,3,2,1,6,5,6,1,2,1,0
118,5,2,5,2,1,6,5,6,1,3,1,0
119,3,5,2,1,1,6,5,5,1,2,1,0
120,4,3,5,2,1,5,5,5,1,2,1,0
121,5,3,5,2,1,6,5,5,1,3,1,0
122,5,4,5,1,1,6,6,6,1,2,1,0
124,5,2,5,1,1,6,6,6,1,2,1,0
125,4,3,5,2,1,6,6,6,1,3,1,0
126,4,5,5,3,1,5,5,5,1,3,1,0
127,4,3,5,,,,,,,,,
130,4,5,4,2,2,5,5,5,1,3,1,0
131,4,5,4,3,1,6,5,5,1,3,1,0
132,5,3,5,2,1,6,6,6,1,2,1,0
133,4,3,5,2,1,6,5,6,1,2,1,0
134,5,3,5,2,1,6,5,6,1,2,1,0
135,5,4,5,2,1,6,6,6,1,3,1,0
136,5,3,5,2,1,6,5,5,1,2,1,0
138,4,3,5,3,2,5,6,5,1,2,1,0
139,2,1,1,2,1,5,5,5,1,3,1,0
141,5,2,5,2,1,6,6,5,1,3,1,0
142,5,2,5,1,1,6,6,6,1,2,1,0
143,5,2,6,2,1,6,5,5,1,3,1,0
144,5,3,5,2,1,6,5,6,1,3,1,0
146,4,5,3,2,1,5,6,5,1,3,2,0
147,4,5,5,2,1,6,6,6,1,2,1,0
148,5,4,5,2,1,6,5,6,1,2,1,0
149,5,3,5,2,1,6,6,5,1,2,1,0
150,4,3,5,2,1,6,5,6,1,2,1,0
151,5,3,5,2,1,6,5,6,1,3,1,0
153,4,2,5,2,1,6,5,5,1,3,2,0
154,5,3,5,1,1,6,6,6,1,3,1,0
158,5,3,5,2,1,6,5,6,1,3,1,0
187,5,3,5,1,1,6,6,6,1,2,1,0
189,4,3,5,1,1,6,6,5,1,2,1,0
191,5,2,6,1,1,6,6,6,1,3,1,0
192,4,4,5,3,2,6,5,5,1,2,1,0
193,4,3,5,2,1,6,5,6,1,2,1,0
196,4,3,5,2,1,5,6,6,1,3,1,0
197,4,3,2,1,1,6,6,5,1,2,2,0
198,4,3,5,1,1,6,5,5,1,1,1,0
199,4,3,5,2,1,6,5,6,1,3,1,0
200,4,3,5,2,1,5,5,5,1,3,1,0
201,5,3,5,2,1,6,6,5,1,2,1,0
203,4,4,5,2,1,6,6,5,1,2,1,0
205,5,2,5,2,1,6,6,5,1,3,1,0
206,4,3,5,2,1,6,5,5,1,2,1,0
207,5,3,5,1,1,6,6,6,1,2,1,0
208,5,3,4,3,1,6,5,5,1,3,1,0
209,4,3,5,2,1,6,5,5,1,3,1,0
210,5,3,5,2,1,6,5,5,1,2,1,0
211,4,3,5,1,1,6,6,6,1,2,1,0
212,5,3,5,1,1,6,6,6,1,1,1,0
213,4,3,5,2,1,6,5,6,1,2,1,0
214,5,3,4,2,1,6,5,6,1,1,1,0
215,4,4,5,2,1,6,6,6,1,2,1,0
216,4,3,5,2,1,6,5,6,1,2,1,0
217,5,3,5,2,1,6,5,6,1,3,1,0
218,5,6,5,2,1,6,5,6,1,3,1,0
219,5,3,5,3,2,5,5,5,1,2,1,0
220,4,3,5,2,1,6,6,5,1,2,1,0
227,5,2,5,2,1,6,5,5,1,2,1,0
237,5,3,5,1,1,6,6,6,1,3,1,0
238,5,3,5,1,1,6,6,5,1,2,1,0
239,5,4,5,2,1,6,5,6,1,3,1,0
240,5,3,5,2,1,5,6,6,1,2,1,0
241,4,3,5,2,1,6,5,6,1,3,2,0
242,4,5,3,2,1,5,5,5,1,3,2,0
243,5,2,5,1,1,6,6,6,1,2,1,0
244,5,2,5,2,1,6,6,5,1,3,1,0
245,5,3,5,2,1,6,6,6,1,2,1,0
246,2,1,1,2,1,6,6,5,1,1,1,0
247,4,5,4,2,1,5,6,5,1,2,1,0
248,5,3,5,1,2,6,6,5,1,3,1,0
249,5,2,5,2,1,6,5,6,1,2,1,0
250,5,3,5,2,1,6,6,5,1,2,1,0
251,5,4,5,2,1,5,5,6,1,3,1,0
255,4,5,5,2,1,6,5,6,1,3,1,0
266,4,5,2,2,1,5,5,6,1,3,2,0
267,4,3,5,2,1,6,6,5,1,3,1,0
268,4,5,3,2,1,6,5,6,1,2,1,0
269,3,5,4,1,2,5,5,5,1,3,1,0
270,5,2,5,1,2,6,6,5,1,2,1,0
271,4,5,3,1,1,6,5,6,1,2,1,0
272,4,5,4,2,1,6,6,6,1,3,1,0
273,4,5,5,2,1,5,5,4,1,1,1,0
275,4,5,5,2,1,6,5,6,1,3,1,0
276,4,5,4,2,1,5,5,6,1,2,1,0
277,4,3,5,1,1,6,6,6,1,1,1,0
278,4,5,4,2,1,6,5,5,1,2,1,0
279,4,3,5,1,1,6,6,6,1,2,1,0
280,5,2,5,2,1,6,6,6,1,1,1,0
282,4,4,5,2,1,6,6,6,1,3,1,0
285,4,3,5,2,2,5,5,5,1,2,1,0
286,4,3,5,2,1,5,5,5,1,3,1,0
307,5,3,5,2,1,5,5,6,1,3,1,0
308,5,3,5,2,1,6,6,5,1,3,1,0
309,5,2,6,1,1,6,6,6,1,1,1,0
310,4,3,5,2,1,6,5,5,1,3,1,0
311,5,4,5,1,1,6,6,6,1,3,1,0
312,5,2,5,2,1,6,6,5,1,3,1,0
313,5,2,5,1,1,6,6,6,1,2,1,0
314,6,1,6,1,1,6,6,6,1,1,1,0
315,5,3,5,2,1,6,5,6,1,2,1,0
316,4,3,5,2,1,6,5,6,1,3,1,0
321,5,4,5,2,1,6,6,5,1,1,1,0
322,5,1,6,2,1,6,5,6,1,3,1,0
323,5,3,5,2,1,6,5,6,1,2,1,0
325,5,3,6,1,1,6,6,6,1,2,1,0
331,4,5,5,2,1,6,5,6,1,3,1,0
338,4,3,5,2,1,6,6,5,1,1,1,0
339,4,3,5,2,1,6,6,5,1,2,1,0
340,5,2,5,1,1,6,6,6,1,1,1,0
341,5,4,5,2,1,6,6,6,1,3,1,0
343,4,5,5,1,1,6,6,6,1,2,1,0
358,5,3,5,1,2,6,6,6,1,3,1,0
361,5,2,5,1,1,6,6,6,1,2,1,0
374,5,3,5,2,1,6,6,5,1,2,1,0
376,4,3,5,3,2,5,5,5,1,3,2,0
378,4,5,5,1,1,6,6,6,1,3,1,0
381,4,3,5,2,1,6,5,6,1,2,1,0
382,5,2,5,1,1,6,6,6,1,2,1,0
385,4,3,5,1,1,6,6,6,1,1,1,0
386,5,3,5,1,1,6,6,6,1,2,1,0
387,4,3,5,2,1,6,5,6,1,1,1,0
388,4,3,5,2,1,6,5,6,1,2,1,0
389,5,3,5,1,1,6,5,6,1,2,1,0
390,5,2,5,1,1,6,6,6,1,1,1,0
391,4,3,5,3,2,6,5,5,1,2,1,0
392,4,3,5,2,1,5,5,6,1,3,1,0
393,4,3,5,1,1,6,5,5,1,3,1,0
394,5,3,5,2,1,6,6,5,1,2,1,0
395,5,3,5,2,1,5,5,5,1,2,1,0
396,6,1,1,1,1,6,6,6,1,1,1,0
397,4,5,5,2,1,5,5,4,1,2,1,0
401,4,5,5,2,1,6,6,5,1,3,1,0
402,4,3,5,2,1,6,5,5,1,2,1,0
403,5,5,4,2,1,6,5,6,1,3,1,0
405,5,4,5,2,1,6,6,5,1,1,1,0
408,4,3,5,2,1,6,5,6,1,2,1,0
409,5,3,5,2,1,6,6,5,1,2,1,0
410,4,3,5,2,1,6,5,6,1,3,1,0
424,4,4,5,1,1,6,6,6,1,3,1,0
425,4,5,4,2,1,6,6,6,1,2,1,0
426,5,3,6,1,1,6,6,6,1,1,1,0
427,4,3,5,3,1,6,5,5,1,3,1,0
429,4,3,5,2,1,6,5,6,1,2,1,0
430,4,3,5,2,1,6,5,6,1,2,1,0
431,5,3,5,1,1,6,6,6,1,1,1,0
432,4,3,5,2,1,6,6,5,1,2,1,0
433,4,3,5,2,1,6,6,5,1,3,2,0
434,4,4,5,2,1,6,5,6,1,3,1,0
435,5,3,6,2,1,6,6,5,1,3,1,0
436,5,3,5,2,1,5,6,5,1,3,1,0
437,5,4,5,1,1,6,6,6,1,1,1,0
440,4,3,5,1,1,6,6,6,1,1,1,0
441,5,3,4,2,2,6,5,5,1,3,1,0
442,4,3,5,3,2,6,5,5,1,2,1,0
444,5,6,4,2,1,5,5,6,1,2,1,0
446,4,5,4,2,1,6,6,6,1,3,1,0
450,4,4,5,2,1,6,6,6,1,3,1,0
452,4,3,5,1,2,6,5,6,1,2,1,0
454,4,2,5,1,1,6,6,5,1,2,1,0
455,5,3,5,3,2,6,5,5,2,3,1,0
456,5,3,5,2,1,6,6,5,1,2,1,0
457,5,3,5,2,1,6,6,6,1,1,1,0
458,5,2,5,2,2,6,6,5,1,3,1,0
459,5,3,5,2,1,6,5,5,1,1,1,0
471,5,4,5,2,1,6,5,6,1,2,1,0
472,4,5,3,2,1,6,5,6,1,3,1,0
473,4,3,5,2,1,6,6,6,1,2,1,0
474,4,5,4,2,1,6,5,5,1,2,1,0
476,5,3,5,2,1,6,6,6,1,2,1,0
480,4,3,5,1,1,6,6,6,1,2,1,0
484,5,2,5,1,2,6,5,5,1,2,1,0
485,5,3,5,2,1,6,6,6,1,3,1,0
486,5,3,5,3,2,6,5,5,1,3,1,0
488,4,3,5,2,1,6,5,6,1,2,1,0
489,5,3,5,2,1,6,6,6,1,3,1,0
490,5,3,5,1,1,6,6,5,1,3,2,0
492,5,2,5,2,1,6,6,6,1,2,1,0
493,5,3,5,2,1,6,5,5,1,2,1,0
494,5,4,5,2,1,6,5,6,1,2,1,0
495,5,3,5,1,1,6,6,6,1,2,1,0
496,4,3,5,2,1,6,5,6,1,2,1,0
498,4,3,5,2,1,5,5,6,1,2,1,0
499,4,3,5,2,1,6,5,6,1,3,2,0
500,4,3,5,2,1,6,5,6,1,2,1,0
501,4,5,5,2,1,6,6,6,1,2,1,0
510,5,6,4,1,2,6,5,6,1,2,1,0
511,5,4,3,2,1,6,5,5,1,2,1,0
513,4,3,5,2,1,5,6,5,1,3,1,0
514,5,3,4,2,1,6,5,5,1,2,1,0
515,5,6,6,2,1,6,6,6,1,3,1,0
517,4,4,3,2,1,5,5,5,1,2,1,0
518,4,5,3,2,1,6,5,5,1,3,1,0
520,4,5,5,2,1,6,5,6,1,3,1,0
521,5,3,4,2,1,6,5,6,1,2,1,0
522,5,2,6,1,1,6,6,6,1,1,1,0
523,5,2,5,1,1,6,6,5,1,3,1,0
524,5,3,5,1,1,6,6,6,1,2,1,0
525,6,6,5,2,1,6,6,5,1,3,1,0
527,5,2,5,1,1,6,6,6,1,2,1,0
528,4,3,5,2,1,6,6,6,1,2,1,0
529,4,3,5,2,1,6,5,5,1,3,1,0
530,5,3,5,1,2,6,6,6,1,2,1,0
531,5,2,5,1,1,6,6,6,1,1,1,0
532,4,3,5,2,1,6,5,6,1,3,1,0
533,5,3,5,2,1,5,5,6,1,2,1,0
534,5,3,4,2,1,6,5,5,1,3,1,0
535,4,4,5,2,1,6,5,6,1,3,1,0
537,4,3,5,2,1,6,6,5,1,2,1,0
538,4,5,5,2,1,6,5,5,1,2,1,0
539,4,5,4,2,1,6,5,5,1,2,1,0
540,4,3,5,2,1,6,5,6,1,3,1,0
541,4,5,4,2,1,6,5,6,1,2,1,0
547,4,5,5,2,1,5,6,5,1,4,1,0
548,5,3,5,2,1,6,6,6,1,2,1,0
549,5,2,5,2,1,6,5,6,1,1,1,0
550,5,3,5,2,1,6,6,6,1,1,1,0
551,5,2,5,3,1,6,6,5,1,2,1,0
552,3,5,4,3,2,6,6,6,1,3,1,0
553,4,3,5,2,1,6,6,5,1,2,1,0
554,4,5,4,3,2,5,6,5,2,3,1,0
555,5,2,5,1,1,6,6,6,1,3,1,0
556,4,3,5,2,1,5,6,5,1,2,1,0
557,5,3,5,2,1,6,5,6,1,3,1,0
558,5,4,5,2,1,6,6,5,1,3,1,0
559,4,3,5,2,1,5,6,5,1,2,1,0
560,5,3,5,1,1,6,6,6,1,2,1,0
567,5,3,4,2,1,6,5,6,1,2,1,0
568,5,3,5,1,1,6,6,6,1,2,1,0
570,5,3,4,3,1,5,5,6,1,2,1,0
571,4,3,5,2,1,6,5,5,1,3,1,0
583,4,3,5,1,1,6,6,5,1,1,1,0
585,4,2,5,2,1,6,5,6,1,2,1,0
586,5,3,5,2,1,6,5,5,1,3,1,0
587,4,3,5,2,1,5,5,5,1,2,1,0
588,5,2,6,3,1,6,5,5,1,3,1,0
589,5,4,5,2,1,5,5,5,1,2,1,0
591,5,3,4,1,2,6,5,5,1,2,1,0
592,4,4,5,3,2,5,6,5,1,3,1,0
594,5,3,5,1,1,6,6,6,1,1,1,0
595,5,3,5,2,1,6,5,6,1,2,1,0
596,4,3,5,2,1,6,5,6,1,2,1,0
597,5,3,5,2,1,6,5,5,1,1,1,0
598,5,3,4,2,1,6,5,5,1,3,1,0
599,4,3,5,1,1,6,5,6,1,2,1,0
600,5,3,5,2,1,5,6,6,1,2,1,0
606,5,2,5,1,1,6,6,6,1,2,1,0
608,4,3,5,1,1,6,6,5,1,2,1,0
609,4,3,5,2,1,6,5,6,1,1,1,0
618,4,3,5,1,1,6,6,6,1,2,1,0
619,4,2,5,1,1,6,6,6,1,3,1,0
620,2,5,5,2,1,6,6,6,1,3,1,0
621,5,2,5,1,1,6,6,6,1,2,1,0
624,4,3,5,2,1,5,5,5,1,3,1,0
627,4,5,3,2,1,6,5,5,1,3,2,0
628,5,2,5,1,1,6,6,6,1,2,1,0
629,5,3,5,2,1,6,5,6,1,3,2,0
630,2,1,1,2,1,5,5,5,1,2,1,0
631,4,5,4,2,1,6,5,5,1,3,1,0
632,5,3,5,2,1,6,6,5,1,2,1,0
633,4,3,5,2,1,6,5,6,1,2,1,0
634,4,5,5,2,1,6,5,6,1,3,1,0
635,5,3,6,1,1,6,6,6,1,2,1,0
636,5,4,5,2,1,6,6,6,1,2,1,0
640,4,3,5,2,1,6,6,5,1,3,1,0
641,5,3,5,2,1,6,6,6,1,3,1,0
642,4,3,5,3,2,5,5,5,1,3,1,0
643,5,3,5,1,2,6,6,6,1,3,1,0
644,4,3,5,2,1,6,5,6,1,2,1,0
649,4,5,3,3,2,5,5,5,1,2,2,0
650,4,3,5,2,1,6,5,6,1,2,1,0
651,4,2,5,2,1,5,6,5,1,2,1,0
655,4,2,5,1,1,6,5,5,1,1,1,0
656,4,3,5,1,2,6,6,5,1,1,1,0
657,4,5,5,2,1,6,6,6,1,2,1,0
663,4,3,5,2,1,6,5,5,1,2,1,0
665,5,2,5,2,1,6,5,6,1,3,1,0
666,4,3,5,2,1,6,5,6,1,3,1,0
670,4,5,5,2,1,6,5,6,1,2,1,0
672,5,3,4,2,1,5,5,5,1,2,1,0
677,4,4,5,2,1,6,6,5,1,3,2,0
687,5,2,6,2,1,6,5,5,1,3,1,0
688,4,5,5,2,1,6,5,6,1,2,1,0
690,4,3,5,1,1,6,6,6,1,2,1,0
691,4,3,5,2,1,5,6,5,1,2,1,0
692,5,5,5,3,2,5,5,5,2,3,1,0
693,6,1,5,2,1,5,5,6,1,1,1,0
694,5,3,5,2,1,6,6,6,1,3,1,0
695,4,5,4,2,1,6,5,6,1,3,1,0
696,6,1,2,1,1,6,6,6,1,2,1,0
697,4,5,5,2,1,6,6,5,1,2,1,0
699,4,5,5,2,1,5,5,6,1,2,1,0
700,4,4,5,2,1,5,5,5,1,2,1,0
702,5,3,5,2,1,6,5,6,1,2,1,0
703,4,3,5,2,1,6,6,5,1,1,1,0
706,5,3,5,2,1,6,6,5,1,3,2,0
707,5,2,5,2,1,6,5,6,1,2,1,0
708,4,4,5,2,1,6,6,5,1,2,1,0
710,4,5,5,3,2,5,5,5,1,3,1,0
711,4,3,5,3,2,5,5,5,1,3,2,0
718,5,3,5,3,2,5,5,5,2,3,1,0
719,5,3,5,2,1,6,6,5,1,3,1,0
720,4,5,5,1,1,6,6,5,1,2,1,0
721,5,3,5,1,1,6,6,6,1,2,1,0
725,4,3,5,2,1,6,6,5,1,3,1,0
726,4,4,5,2,1,6,5,5,1,2,1,0
729,5,3,5,2,1,6,6,5,1,2,1,0
730,5,3,5,2,1,5,6,5,1,2,1,0
733,4,3,5,1,1,6,6,5,1,1,1,0
734,5,3,4,1,1,6,6,6,1,2,1,0
735,5,2,6,1,1,6,6,5,1,2,1,0
736,4,3,5,2,1,5,5,6,1,3,1,0
737,5,3,5,2,1,6,5,6,1,2,1,0
738,5,4,5,2,1,6,6,5,1,2,1,0
739,5,3,5,2,1,6,5,6,1,2,1,0
740,5,2,1,1,1,6,6,6,1,2,1,0
743,5,4,4,2,1,6,5,5,1,2,1,0
744,5,2,5,1,1,6,6,6,1,1,1,0
748,5,2,5,2,1,6,5,6,1,2,1,0
751,5,3,5,2,1,6,6,6,1,2,1,0
752,4,3,5,1,1,6,6,6,1,2,1,0
755,4,3,5,2,1,6,5,6,1,1,1,0
756,5,3,5,1,1,6,6,5,1,2,1,0
759,4,3,5,2,1,5,6,5,1,2,1,0
760,4,3,5,1,1,6,6,6,1,1,1,0
761,5,3,5,2,1,6,5,5,1,2,1,0
762,4,4,5,2,1,6,6,5,1,3,1,0
765,5,2,5,2,1,5,6,5,1,2,1,0
766,5,4,5,2,1,6,6,5,1,2,1,0
768,5,2,5,2,1,5,6,5,1,2,1,0
769,4,3,5,1,1,6,6,6,1,1,1,0
770,5,4,5,2,1,6,5,5,1,2,1,0
771,4,3,5,2,1,6,5,6,1,2,1,0
773,5,2,6,1,1,6,6,6,1,2,1,0
774,5,2,5,1,2,6,6,6,1,1,1,0
779,4,5,4,2,1,6,5,6,1,2,1,0
782,4,3,5,1,1,6,6,6,1,3,1,0
784,5,3,5,2,1,6,5,6,1,3,1,0
785,4,3,5,3,2,6,5,5,2,3,1,0
786,4,5,4,2,1,6,5,6,1,2,1,0
788,1,5,5,1,2,6,5,6,1,3,1,0
801,5,3,5,1,2,6,6,6,1,3,1,0
802,5,3,5,1,1,6,6,6,1,2,1,0
803,4,3,5,1,1,6,6,6,1,2,1,0
804,5,2,6,2,1,6,5,6,1,2,1,0
807,4,5,4,2,1,5,5,5,1,3,2,0
808,5,2,6,2,1,6,5,6,1,3,1,0
809,4,5,4,2,1,6,5,5,1,3,2,0
810,5,4,5,2,1,6,6,5,1,3,1,0
811,5,3,5,1,1,6,6,6,1,1,1,0
812,4,3,5,2,1,5,6,5,1,3,1,0
815,4,3,5,2,1,5,6,5,1,2,1,0
816,5,3,5,2,1,6,5,6,1,1,1,0
817,4,3,5,2,1,6,5,5,1,3,1,0
818,4,3,5,2,1,6,5,6,1,2,1,0
821,4,5,5,3,2,5,5,5,1,2,1,0
822,4,3,5,2,1,6,5,6,1,2,1,0
823,4,3,5,2,1,6,5,5,1,3,1,0
824,5,3,5,1,1,6,6,6,1,1,1,0
825,5,3,5,2,1,6,6,5,1,1,1,0
827,5,3,5,2,1,6,6,6,1,2,1,0
828,5,3,6,1,1,6,6,6,1,1,1,0
831,5,3,5,2,1,6,6,6,1,3,1,0
832,4,3,5,2,1,6,5,5,1,2,1,0
833,5,3,5,2,2,6,6,5,1,2,1,0
834,5,2,1,2,1,6,5,6,1,2,1,0
837,5,3,4,2,1,6,6,5,1,2,1,0
838,4,3,5,1,1,6,6,6,1,2,1,0
839,5,3,5,1,2,6,5,6,1,2,1,0
840,2,1,1,2,1,6,6,6,1,2,1,0
845,4,3,5,2,1,6,6,6,1,3,1,0
847,4,2,5,2,1,5,6,5,1,2,1,0
849,5,3,5,2,1,6,5,6,1,3,1,0
850,5,3,6,2,1,6,5,6,1,1,1,0
854,4,5,5,2,1,6,6,5,1,2,1,0
857,5,3,5,2,1,6,6,6,1,3,1,0
862,3,5,4,1,1,6,6,6,1,2,1,0
863,5,3,5,2,1,6,5,5,1,3,1,0
864,4,3,5,2,1,6,5,6,1,1,1,0
870,5,3,4,2,1,5,6,5,1,2,1,0
871,5,3,5,2,1,6,5,6,1,3,1,0
872,6,2,6,1,2,6,5,6,1,2,1,0
874,5,3,5,1,1,6,6,6,1,2,1,0
875,5,4,5,2,1,6,6,5,1,3,1,0
876,5,2,5,2,1,6,5,6,1,2,1,0
877,5,5,5,1,1,6,6,6,1,2,1,0
878,5,3,5,1,1,6,6,6,1,2,1,0
880,4,3,5,2,1,6,5,5,1,2,1,0
881,4,5,4,3,1,6,5,5,1,3,1,0
884,4,3,5,2,1,6,5,5,1,2,1,0
886,4,3,5,1,2,6,5,6,1,2,1,0
887,5,3,5,2,1,6,6,5,1,3,1,0
888,5,3,5,2,1,6,6,5,1,1,1,0
890,4,3,5,2,1,6,5,6,1,3,1,0
891,5,3,5,2,1,6,5,5,1,3,1,0
894,4,3,5,1,1,6,6,5,1,1,1,0
900,5,4,5,2,1,6,5,6,1,3,1,0
903,4,4,5,2,1,6,5,6,1,2,1,0
905,4,5,4,2,1,6,5,6,1,3,2,0
906,5,2,5,1,1,6,6,6,1,1,1,0
907,4,3,5,2,1,6,5,5,1,3,1,0
908,4,5,5,2,1,6,5,6,1,2,1,0
910,5,3,5,1,1,6,6,6,1,1,1,0
911,5,3,5,1,1,6,6,6,1,1,1,0
913,4,5,5,2,1,6,5,5,1,3,2,0
914,5,3,5,1,1,6,6,6,1,1,1,0
919,4,3,5,2,1,6,6,5,1,3,1,0
927,5,2,5,2,1,6,5,6,1,2,1,0
928,4,3,5,2,1,6,5,6,1,2,1,0
929,4,4,5,3,1,5,5,6,1,2,1,0
934,6,2,5,2,1,6,5,6,1,3,1,0
935,5,2,5,1,1,6,6,6,1,1,1,0
936,5,3,4,2,1,6,5,6,1,2,2,0
939,4,5,4,2,1,6,5,5,1,2,1,0
940,5,3,5,2,1,6,5,6,1,2,1,0
944,5,3,5,2,1,6,5,6,1,2,1,0
947,5,3,5,1,1,6,6,6,1,2,1,0
949,4,3,5,2,1,6,5,5,1,2,1,0
950,4,2,5,2,1,5,5,5,1,2,1,0
951,5,2,5,2,1,6,6,6,1,2,1,0
956,4,5,4,2,1,6,6,6,1,1,1,0
957,5,4,5,1,2,6,6,6,1,3,1,0
959,4,3,5,3,2,6,5,6,1,3,1,0
962,4,3,5,2,1,5,6,5,1,2,1,0
966,5,3,5,2,1,6,5,6,1,2,1,0
967,4,3,5,2,1,6,5,6,1,2,1,0
968,5,2,5,2,1,6,5,6,1,2,1,0
970,4,4,5,2,1,5,5,6,1,3,1,0
971,4,3,5,1,2,6,6,6,1,2,1,0
977,4,3,5,2,1,6,5,5,1,2,1,0
979,5,2,5,1,1,6,5,6,1,3,1,0
980,5,1,6,1,1,6,6,6,1,1,1,0
981,4,3,5,2,1,6,6,5,1,2,1,0
982,5,4,5,2,1,6,5,5,1,3,2,0
984,5,3,5,3,2,5,6,5,2,3,1,0
985,4,3,5,1,1,6,6,6,1,2,1,0
986,5,2,6,2,1,6,5,6,1,2,1,0
988,4,5,5,2,1,6,5,5,1,2,1,0
989,5,2,5,2,1,6,6,5,1,2,1,0
990,4,3,5,2,1,6,5,6,1,3,1,0
994,5,2,5,2,1,6,6,5,1,2,1,0
997,5,2,4,1,1,6,6,6,1,2,1,0
998,5,4,6,2,1,6,6,6,1,2,1,0
999,4,3,5,2,1,6,6,6,1,2,1,0
