student_id,item_Family_Q1,item_Family_Q2,item_Family_Q3,item_Family_Q4,item_Family_Q5,item_Family_Q6,item_Family_Q7,item_Family_Q8,item_Family_Q9,item_Family_Q10,item_Family_Q11,item_Family_Q12,item_Family_Q13,item_Family_Q14,item_Family_Q15,item_Family_Q16,item_Family_Q17,item_Family_Q18,item_Family_Q19,item_Event_Q1,item_Event_Q2,item_Event_Q3,item_Event_Q4,item_Event_Q5,item_Event_Q6,item_Event_Q7,item_Scenario1_Q1,item_Scenario1_Q2,item_Scenario1_Q3,item_Scenario1_Q4,item_Scenario1_Q5
54,4,3,2,3,4,6,5,6,5,5,4,2,3,6,7,6,4,5,5,1,7,1,7,1,7,6,7,7,1,7,6
55,6,5,5,6,6,4,2,2,2,2,5,4,4,5,4,6,4,5,4,1,7,1,7,1,7,6,7,7,1,7,6
56,6,4,3,5,4,7,6,5,7,6,2,1,1,6,7,5,4,5,6,2,7,1,7,1,6,5,7,7,1,7,6
57,6,5,5,6,6,4,3,5,5,4,5,4,4,6,6,7,5,5,6,2,6,2,6,3,7,5,7,7,1,7,6
58,6,5,4,6,5,7,6,5,6,5,4,2,3,6,7,6,5,6,7,2,6,1,7,1,7,7,7,7,1,7,6
59,6,4,4,5,5,6,4,5,6,5,5,4,3,6,6,7,4,5,6,1,7,1,7,1,7,7,7,6,1,7,5
60,4,3,2,3,4,6,5,5,6,5,3,2,3,6,6,7,5,6,7,3,6,2,7,2,7,6,7,7,1,7,6
61,6,5,4,5,4,6,4,5,6,4,5,4,3,6,7,7,5,6,5,2,7,1,7,1,7,6,7,6,1,7,6
62,6,5,5,6,7,5,2,4,3,4,5,4,5,5,6,7,4,6,5,1,7,2,7,2,6,5,7,7,1,7,6
63,7,5,4,6,6,5,2,2,5,4,5,4,4,6,5,6,4,5,5,1,7,1,7,2,6,5,7,7,1,7,6
64,6,4,4,5,6,5,3,5,5,4,4,3,2,6,5,6,4,5,6,1,7,2,7,1,7,6,7,7,1,7,6
65,6,4,3,5,4,7,6,5,7,5,3,2,1,6,7,6,5,4,6,1,7,1,7,1,7,6,7,7,1,7,6
66,6,5,4,5,6,4,2,2,3,2,5,5,4,5,5,6,3,4,4,1,6,2,7,1,7,6,7,6,1,7,6
67,6,4,5,5,5,7,6,6,7,5,3,2,1,6,7,7,4,5,6,1,7,1,7,1,7,7,7,7,1,7,6
68,6,6,5,7,6,4,2,2,4,2,5,4,4,5,6,6,4,5,5,2,6,1,7,2,7,5,7,6,1,7,6
69,6,5,6,7,6,4,2,1,2,3,5,4,4,6,5,7,4,6,5,1,7,2,6,1,7,4,7,7,1,7,6
70,6,5,3,4,6,7,5,6,7,5,3,2,1,6,5,7,4,5,6,1,7,1,7,1,7,6,7,7,1,7,6
71,6,4,4,5,5,6,4,6,7,5,4,2,3,6,7,7,5,6,6,2,6,1,7,2,7,5,7,7,1,7,6
72,6,5,5,6,7,5,2,2,4,2,5,5,5,5,5,6,4,5,6,3,6,2,5,4,5,4,7,7,1,7,6
