student_id,Item_Appraisals_PRE_Q1,Item_Appraisals_PRE_Q2,Item_Appraisals_PRE_Q3,Item_Appraisals_PRE_Q4,Item_Appraisals_PRE_Q5,Item_Appraisals_PRE_Q6,item_GHSQ_PRE_Q1,item_GHSQ_PRE_Q2,item_GHSQ_PRE_Q3,item_GHSQ_PRE_Q4,item_GHSQ_PRE_Q5,item_GHSQ_PRE_Q6,item_GHSQ_PRE_Q7,item_GHSQ_PRE_Q8,item_GHSQ_PRE_Q9,item_GHSQ_PRE_Q10,Item_Appraisals_POST_Q1,Item_Appraisals_POST_Q2,Item_Appraisals_POST_Q3,Item_Appraisals_POST_Q4,Item_Appraisals_POST_Q5,Item_Appraisals_POST_Q6,item_GHSQ_POST_Q1,item_GHSQ_POST_Q2,item_GHSQ_POST_Q3,item_GHSQ_POST_Q4,item_GHSQ_POST_Q5,item_GHSQ_POST_Q6,item_GHSQ_POST_Q7,item_GHSQ_POST_Q8,item_GHSQ_POST_Q9,item_GHSQ_POST_Q10
38,A,B,A,D,B,A,1,5,3,2,2,1,3,1,6,4,B,C,B,E,C,B,1.0,6.0,4.0,2.0,2.0,1.0,4.0,1.0,5.0,5.0
39,A,B,A,E,A,A,1,3,6,2,4,2,5,1,5,3,B,B,B,E,B,B,1.0,4.0,6.0,2.0,5.0,3.0,5.0,1.0,4.0,4.0
40,A,B,A,D,A,A,1,6,5,2,3,2,5,1,4,3,B,B,A,D,B,B,1.0,6.0,5.0,2.0,4.0,2.0,5.0,1.0,4.0,4.0
41,A,B,A,E,A,A,1,6,7,1,2,1,6,1,4,3,B,C,B,E,B,B,1.0,6.0,7.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0
42,A,B,A,D,B,A,1,5,7,3,4,2,7,1,4,3,B,B,B,E,C,B,1.0,6.0,7.0,3.0,5.0,2.0,7.0,1.0,3.0,4.0
43,A,C,A,E,A,A,1,6,7,2,1,3,7,1,5,3,B,C,B,E,B,B,1.0,7.0,7.0,2.0,3.0,4.0,7.0,1.0,4.0,4.0
44,A,B,A,D,B,A,1,4,3,2,1,1,3,1,6,3,B,B,B,D,B,B,1.0,5.0,4.0,2.0,2.0,1.0,4.0,1.0,5.0,4.0
45,A,B,A,D,B,A,1,6,7,2,3,1,4,1,5,3,B,C,B,D,C,B,1.0,7.0,7.0,2.0,4.0,1.0,5.0,1.0,4.0,4.0
46,A,B,A,D,A,A,1,5,7,2,1,3,6,1,5,4,B,B,B,D,B,B,1.0,6.0,7.0,2.0,2.0,1.0,6.0,1.0,3.0,5.0
47,A,C,A,D,A,A,1,3,7,2,1,1,6,1,7,2,B,C,B,D,B,B,1.0,4.0,6.0,2.0,3.0,2.0,5.0,1.0,6.0,3.0
48,A,B,A,D,A,A,1,5,6,2,3,1,7,1,4,3,B,C,B,E,B,B,1.0,6.0,6.0,2.0,4.0,1.0,7.0,1.0,3.0,4.0
49,A,B,A,D,B,A,1,6,7,4,2,1,5,1,3,4,B,C,B,E,C,B,1.0,6.0,7.0,5.0,3.0,1.0,5.0,1.0,2.0,3.0
50,A,B,A,D,B,A,1,4,7,2,3,1,6,1,5,3,B,C,B,D,C,B,1.0,5.0,7.0,2.0,4.0,1.0,6.0,1.0,6.0,4.0
51,A,B,A,E,A,A,1,5,6,3,1,1,4,1,7,1,B,C,B,E,B,B,,,,,,,,,,
52,A,B,A,D,A,A,1,6,7,1,5,2,7,1,3,3,B,B,B,D,B,B,1.0,6.0,7.0,1.0,5.0,2.0,7.0,1.0,2.0,3.0
53,A,B,A,D,A,A,1,2,6,2,4,1,5,1,5,2,B,B,B,E,B,B,1.0,2.0,6.0,2.0,5.0,1.0,5.0,1.0,4.0,2.0
54,A,D,A,E,A,A,1,6,7,2,3,2,5,1,4,3,A,D,A,E,A,A,1.0,6.0,7.0,2.0,3.0,2.0,5.0,1.0,4.0,3.0
55,A,B,A,D,A,A,1,4,6,2,5,3,7,1,3,4,B,C,B,D,B,B,1.0,5.0,6.0,2.0,4.0,3.0,7.0,1.0,3.0,5.0
56,A,B,A,D,A,A,1,3,7,2,4,1,6,1,4,3,B,B,A,D,B,B,1.0,4.0,7.0,2.0,5.0,2.0,6.0,1.0,3.0,4.0
57,A,C,A,E,B,A,1,5,6,2,4,2,5,1,3,4,B,C,B,E,B,B,1.0,5.0,6.0,2.0,5.0,2.0,6.0,1.0,3.0,5.0
58,A,B,A,E,A,A,1,2,6,2,4,1,4,1,6,2,B,C,B,E,B,B,1.0,2.0,6.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0
59,A,B,A,D,B,A,1,4,6,2,3,1,5,1,4,3,B,C,B,E,C,B,1.0,5.0,6.0,2.0,4.0,1.0,6.0,1.0,3.0,4.0
60,A,B,A,D,B,A,1,6,7,2,5,3,6,1,4,4,B,C,B,D,C,B,1.0,6.0,7.0,2.0,5.0,3.0,6.0,1.0,3.0,4.0
61,A,B,A,D,B,A,1,6,3,1,2,2,3,1,7,4,B,C,B,D,C,B,1.0,7.0,3.0,1.0,3.0,3.0,4.0,1.0,5.0,5.0
62,A,B,A,D,B,A,1,6,7,2,1,1,7,1,3,3,B,C,B,D,B,B,1.0,6.0,7.0,2.0,1.0,2.0,7.0,1.0,3.0,3.0
63,A,C,A,E,A,A,1,4,6,1,1,1,6,1,3,3,B,C,B,E,B,B,1.0,5.0,6.0,1.0,2.0,1.0,6.0,1.0,2.0,4.0
64,A,B,A,E,A,A,1,5,6,2,4,2,6,1,3,4,B,B,B,E,B,B,1.0,6.0,7.0,2.0,5.0,3.0,6.0,1.0,2.0,4.0
65,A,B,A,E,A,A,1,2,5,2,3,2,4,1,7,2,B,B,B,E,B,B,1.0,3.0,5.0,2.0,4.0,2.0,5.0,1.0,6.0,3.0
66,A,C,A,D,B,A,1,6,7,4,5,2,6,1,3,4,B,C,B,D,C,B,1.0,6.0,7.0,4.0,5.0,2.0,6.0,1.0,3.0,4.0
67,A,B,A,D,A,A,1,6,5,2,3,2,5,1,4,3,B,C,B,D,B,B,1.0,6.0,5.0,2.0,4.0,3.0,5.0,1.0,3.0,4.0
68,A,B,A,D,B,A,1,6,3,2,1,2,4,1,5,1,B,B,B,D,B,B,1.0,6.0,4.0,2.0,1.0,2.0,5.0,1.0,4.0,1.0
69,A,B,A,E,A,A,1,6,5,1,4,2,6,1,7,3,B,B,A,E,B,B,1.0,7.0,6.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0
70,A,B,A,D,A,A,1,6,5,1,4,3,5,1,6,2,B,B,B,D,B,B,1.0,6.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,3.0
71,A,B,A,D,A,A,1,5,6,3,2,1,6,1,3,4,B,B,B,D,B,B,1.0,5.0,6.0,4.0,3.0,1.0,6.0,1.0,3.0,4.0
72,A,D,A,E,A,A,1,5,7,2,4,2,6,1,3,3,B,D,A,E,B,B,1.0,5.0,7.0,2.0,4.0,2.0,6.0,1.0,3.0,3.0
73,A,B,A,D,A,A,1,4,6,2,5,3,3,1,6,4,B,C,B,D,B,B,1.0,4.0,7.0,2.0,5.0,3.0,3.0,1.0,4.0,5.0
74,A,B,A,E,A,A,1,5,6,1,2,1,5,1,4,3,B,C,B,E,B,B,1.0,6.0,5.0,1.0,3.0,1.0,6.0,1.0,5.0,4.0
75,A,B,A,D,B,A,1,5,6,2,3,2,5,1,4,4,B,B,A,E,B,B,1.0,5.0,6.0,2.0,4.0,2.0,5.0,1.0,3.0,5.0
76,A,B,A,E,A,A,1,3,7,2,1,1,5,1,6,4,B,B,B,E,B,B,1.0,3.0,6.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0
77,A,B,A,D,A,A,1,5,6,2,4,1,5,1,3,2,B,C,B,E,B,B,1.0,5.0,5.0,2.0,4.0,1.0,4.0,1.0,3.0,3.0
78,A,B,A,E,A,A,1,5,6,2,5,3,6,1,3,4,B,C,B,E,B,B,1.0,5.0,6.0,2.0,6.0,3.0,6.0,1.0,3.0,5.0
79,A,B,A,D,A,A,1,2,6,1,4,2,5,1,6,3,B,C,B,E,B,B,1.0,3.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,4.0
80,A,B,A,D,A,A,1,5,7,1,2,1,6,1,4,3,B,B,B,D,B,B,1.0,6.0,7.0,1.0,3.0,2.0,6.0,1.0,3.0,4.0
81,A,C,A,E,A,A,1,5,7,1,2,1,6,1,4,3,B,C,B,E,B,B,1.0,6.0,7.0,1.0,3.0,1.0,6.0,1.0,3.0,4.0
82,A,B,A,E,A,A,1,6,5,2,3,4,4,1,5,3,B,B,B,E,B,B,1.0,6.0,5.0,2.0,3.0,4.0,4.0,1.0,6.0,4.0
83,A,B,A,D,A,A,1,5,6,2,4,2,4,1,5,3,A,B,A,E,A,A,1.0,6.0,6.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0
84,A,B,A,E,A,A,1,4,6,2,3,2,7,1,5,3,B,B,B,E,B,B,1.0,5.0,7.0,1.0,4.0,3.0,6.0,1.0,3.0,4.0
85,A,B,A,E,A,A,1,5,6,2,2,1,4,1,3,2,B,C,B,E,B,B,1.0,5.0,6.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0
86,A,B,A,D,A,A,1,4,6,2,3,1,3,1,5,4,B,B,A,D,B,B,1.0,5.0,6.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0
87,A,B,A,D,A,A,1,6,5,2,2,1,4,1,4,3,B,B,B,D,B,B,,,,,,,,,,
88,A,B,A,E,A,A,1,6,7,2,3,1,5,1,4,3,B,B,A,E,B,B,1.0,7.0,7.0,2.0,5.0,1.0,6.0,1.0,3.0,4.0
89,A,B,A,D,A,A,1,4,6,2,2,3,6,1,5,3,B,C,B,E,B,B,1.0,5.0,6.0,2.0,3.0,3.0,6.0,1.0,4.0,4.0
90,A,C,A,D,B,A,1,3,7,2,4,2,6,1,5,3,B,C,A,E,B,B,1.0,3.0,7.0,2.0,5.0,1.0,6.0,1.0,5.0,3.0
