student_id,item_Family_Q1,item_Family_Q2,item_Family_Q3,item_Family_Q4,item_Family_Q5,item_Family_Q6,item_Family_Q7,item_Family_Q8,item_Family_Q9,item_Family_Q10,item_Family_Q11,item_Family_Q12,item_Family_Q13,item_Family_Q14,item_Family_Q15,item_Family_Q16,item_Family_Q17,item_Family_Q18,item_Family_Q19,item_Event_Q1,item_Event_Q2,item_Event_Q3,item_Event_Q4,item_Event_Q5,item_Event_Q6,item_Event_Q7,item_Scenario1_Q1,item_Scenario1_Q2,item_Scenario1_Q3,item_Scenario1_Q4,item_Scenario1_Q5
384,7,7,7,7,7,1,1,1,1,1,7,7,7,2,2,1,1,1,1,2,5,3,5,4,4,3,7,7,1,7,6
385,1,1,1,1,2,7,7,7,7,7,2,1,1,7,7,7,7,7,7,1,7,1,7,1,7,7,7,7,1,7,7
405,2,1,1,1,2,6,6,7,7,7,2,1,1,7,7,7,6,5,6,1,7,1,7,1,7,7,7,7,1,7,6
422,2,1,1,1,3,7,7,6,7,6,2,1,1,7,7,7,6,6,7,1,7,1,7,1,7,7,7,7,1,7,7
433,6,6,5,6,7,4,2,2,3,2,5,5,5,4,4,5,3,4,4,3,4,2,6,3,7,6,7,7,1,7,6
435,7,6,6,7,7,3,1,2,2,1,6,6,5,4,3,4,2,5,3,2,7,1,6,2,5,4,7,6,1,7,6
445,6,5,5,6,7,4,2,2,3,2,6,5,5,4,4,5,3,5,4,2,6,1,5,3,5,4,7,6,1,7,5
446,7,6,6,7,7,3,1,2,2,2,6,5,6,3,3,4,2,4,4,3,6,2,5,4,3,3,7,7,1,6,5
448,4,2,1,3,3,6,5,6,5,5,2,1,2,7,6,7,5,6,6,1,7,1,6,1,7,5,7,7,1,7,6
478,6,4,3,5,5,6,4,5,5,4,4,3,3,6,6,7,4,6,7,1,7,1,7,1,7,7,7,7,1,7,7
482,4,3,2,3,4,6,6,7,6,7,3,1,2,7,7,7,6,5,6,1,7,1,7,1,7,5,7,7,1,7,6
483,6,4,3,5,4,7,6,7,6,7,1,1,2,7,7,7,6,5,7,1,7,1,7,1,7,7,7,7,1,7,7
491,5,4,4,4,5,6,4,5,6,5,4,2,3,6,6,6,5,5,6,2,7,1,7,1,7,5,7,7,1,7,6
522,6,4,3,5,4,6,4,5,7,6,4,2,1,6,7,7,5,6,7,1,7,1,7,1,7,6,7,7,1,7,6
580,6,5,5,5,6,4,2,2,4,3,6,5,5,5,4,6,3,4,4,3,5,2,6,2,6,4,7,6,1,7,5
599,6,5,4,5,6,4,2,2,3,2,5,4,5,5,4,5,3,4,4,3,5,2,6,3,5,4,7,6,1,7,6
603,7,6,6,7,7,3,1,2,2,1,7,7,6,3,2,4,3,4,4,1,7,2,6,3,5,2,7,6,2,6,5
615,5,4,3,4,5,6,4,5,6,5,4,3,3,6,6,7,5,6,6,2,7,1,7,2,7,6,7,7,1,7,6
616,4,3,3,5,6,6,3,5,5,5,5,3,4,6,6,6,4,5,5,2,6,1,6,3,6,5,7,7,1,7,6
640,6,5,5,6,5,4,2,2,3,2,6,5,5,4,4,5,3,5,4,1,7,2,6,2,6,3,7,6,1,7,6
715,6,4,3,5,5,6,4,5,6,5,4,2,2,6,7,7,5,6,7,1,7,1,7,1,7,6,7,7,1,7,6
717,4,3,2,1,3,6,7,7,6,7,2,1,1,7,7,7,4,5,6,1,7,1,7,1,7,6,7,7,1,7,6
719,4,4,3,5,5,6,4,4,5,4,5,4,4,6,5,6,3,5,5,2,6,2,7,3,7,6,7,6,2,7,5
733,6,5,5,5,6,6,3,5,6,4,4,2,2,6,6,7,5,5,6,2,7,1,7,2,7,7,7,7,1,7,6
773,2,1,1,1,1,7,7,6,7,7,1,1,1,7,7,7,6,5,7,1,7,1,7,1,7,7,7,7,1,7,6
803,4,2,1,3,4,6,5,6,7,6,2,1,1,6,7,7,5,6,7,1,7,1,7,1,7,7,7,7,1,7,7
830,6,6,5,6,7,4,2,2,3,2,6,7,6,3,3,4,3,5,4,3,5,2,5,4,4,3,7,6,1,7,5
851,4,2,2,3,2,6,6,5,6,6,2,1,1,6,6,7,4,5,7,1,7,1,7,1,7,7,7,7,1,7,7
858,2,1,1,3,4,7,6,7,6,7,2,1,1,7,7,6,4,5,7,1,7,1,7,1,7,7,7,7,1,7,6
905,6,5,5,5,6,4,2,2,3,2,6,5,5,4,4,5,2,4,4,1,7,1,6,2,6,5,7,6,1,7,6
915,6,5,6,6,7,4,2,2,3,2,6,6,6,3,3,4,3,5,4,2,6,1,5,3,5,4,7,6,1,7,6
